'bout|B AE UH T
leaching|L IY T SH IH NG
leachings|L IY T SH IH NG Z
lead|L EH D
leaden|L EH D AH0 N
leader|L IY D ER0
leaderfoot|L EH D AH0 R F UH T
leaders|L IY D ER0 Z
leadership|L IY D ER0 SH IH P
leading|L EH D IH NG
leadless|L EH D L AH0 S
leadlight|L EH D L AE IH T
leadman|L IY D M AH0 N
leadon|L EH D AH0 N
leady|L EH D IY
leaf|L IY F
leafed|L IY F T
leafing|L IY F IH NG
leafings|L IY F IH NG Z
leaflet|L IY F L IH T
leafs|L IY F S
leafy|L IY F IY
league|L IY G
leaguerer|L IY G AH0 R AH0 R
leagues|L IY G Z
leah|L IY AH0
leak|L IY K
leaked|L IY K T
leaking|L IY K IH NG
leakings|L IY K IH NG Z
leakproof|L IY K P R UW F
leaks|L IY K S
leaky|L IY K IY
leal|L IY L
leam|L IY M
lean|L IY N
leander|L IY AE N D ER0
leaned|L IY N D
leaning|L IY N IH NG
leans|L IY N Z
leant|L EH N T
leany|L IY N IY
leap|L IY P
leaped|L IY P T
leapfrog|L IY P F R AA G
leaping|L IY P IH NG
leapling|L IY P L IH NG
leaps|L IY P S
leapt|L EH P T
lear|L IH AH0 R
learn|L ER N
learned|L ER N IH D
learner|L UH1 R N AH0 R
learning|L ER N IH NG
learnt|L ER N T
lease|L IY S
leased|L IY S T
leash|L IY SH
leashed|L IY SH T
leashes|L IY SH IH Z
leashing|L IY SH IH NG
leasing|L IY S IH NG
least|L IY S T
leastways|L IY S T W EH0 IH Z
leasy|L IY Z IY
leather|L EH DH ER0
leatherback|L EH DH ER0 B AE K
leathercraft|L EH DH AH0 R K R AA F T
leatherette|L EH DH AH0 R EH T
leave|L IY V
leaved|L IY V D
leaven|L EH V AH0 N
leaves|L IY V Z
leaving|L IY V IH NG
lebanon|L EH B AH0 N AA N
lech|L EH T SH
lechayim|L AH0 HH AE IH IH M
lecher|L EH T SH AH0 R
lecherous|L EH T SH ER0 AH0 S
lechery|L EH T SH AH0 R IY
lecithin|L EH S AH0 TH IH N
lecky|L EH K IY
lect|L EH K T
lectical|L EH K T IH K AH0 L
lectinological|L EH K T IH N AH0 L AO D ZH IH K AH0 L
lectinologist|L EH K T IH N AO L AH0 D ZH IH S T
lection|L EH K SH AH0 N
lecture|L EH K T ER0
lecturer|L EH K T SH AH0 R ER0
lectures|L EH K T ER0 Z
led|EH L IY D IY
leda|L IY D AH0
lede|L IY D
lederhosen|L EH0 IH D ER0 HH OW0 UH Z AH0 N
ledge|L EH D ZH
ledger|L EH D ZH ER0
lee|L IY
leech|L IY T SH
leeched|L IY T SH T
leeches|L IY T SH IH Z
leed|L IY D
leeds|L IY D Z
leek|L IY K
leekish|L IY K IH SH
leeky|L IY K IY
leer|L IH R
leery|L IH AH0 R IY
leese|L IY Z
leesy|L IY Z IY
leet|L IY T
leetspeak|L IY T S P IY K
leeuwarden|L EH0 IH W AA R D AH0 N
leeward|L UW AH0 R D
lefkada|L EH F K AA D AH0
lefkas|L EH F K AE S
leflunomide|L AH0 F L UW N AH0 M AE IH D
left|L EH F T
leftenant|L EH F T EH N AH0 N T
lefties|L EH F T IY Z
leftist|L EH F T IH S T
leftugee|L EH F Y UH D ZH IY
lefty|L EH F T IY
leg|L EH G
legacy|L EH G AH0 S IY
legal|L IY G AH0 L
legalist|L IY G AH0 L IH S T
legalize|L IY G AH0 L AE IH Z
legally|L IY G AH0 L IY
legate|L EH G IH T
legato|L AH0 G AA T OW0 UH
legco|L EH D ZH K AH0 UH
lege|L EH D ZH
legend|L EH D ZH AH0 N D
leger|L EH D ZH AH0 R
legerdemain|L EH D ZH AH0 R D AH0 M EH0 IH N
legge|L EH G
leggian|L EH G IY AH0 N
legging|L EH G IH NG
leggy|L EH G IY
leghorn|L EH G HH AO R N
legible|L EH D AH0 B L
legicide|L EH D ZH IH S AE IH D
legion|L IY D ZH AH0 N
legislate|L EH D ZH IH S L EH0 IH T
legislation|L EH D IH S L EH0 IH SH AH0 N
legislative|L EH D ZH IH S L EH0 IH T IH V
legislature|L EH D ZH IH S L EH0 IH T SH ER0
legit|L AH0 D ZH IH T
legiterally|L AH0 D IH T AH0 R AH0 L IY
legitimacy|L AH0 D ZH IH T IH M AH0 S IY
legman|L EH G M AE N
lego|L EH G OW0 UH
legroom|L EH G R UH M
legs|L EH G Z
leguleian|L EH G Y UH L IY AH0 N
legume|L IH G Y UW M
legumes|L IH G Y UW M Z
legwork|L EH G W ER0 K
leh|L EH0 IH
lehua|L EH HH UW AH0
lei|L EH0 IH
leia|L EH0 IH AH0
leibniz|L AE IH P N IH T S
leicester|L EH S T ER0
leicestrian|L EH S T R IH AH0 N
leiden|L EH0 IH D AH0 N
leigh|L IY
leila|L IY L AH0
leinster|L EH N S T AH0 R
leintwardine|L EH N T W AH0 RRR D AE IH N
leiotrichous|L AH IH AO T R IH K AH0 S
leipsic|L IH P S IH K
leipziger|L AE IH P S IH G ER0
leis|L EH0 IH Z
leishmania|L IY SH M EH0 IH N IY AH0
leishmaniasis|L IY SH M AH0 N AE IH AH0 S IH S
leister|L IY S T ER0
leisure|L IY ZH AH0 R
leisurely|L IY ZH ER0 L IY
leith|L IY TH
leitmotif|L EH0 IH T M OW0 UH T IY F
leitrim|L IY T R IH M
lek|L EH K
leleux|L AH0 L UW
leman|L EH M AH0 N
leme|L IY M
lemma|L EH M AH0
lemmata|L EH M AH0 T AH0
lemmatically|L AH0 M AE T IH K AH0 L L IY
lemme|L EH M IY
lemniscate|L EH M N IH S K IH T
lemniscatic|L EH M N IH S K AE T IH K
lemniscus|L EH M N IH S K AH0 S
lemnos|L EH M N AA S
lemon|L EH M AH0 N
lemonade|L EH M AH0 N EH0 IH D
lemuel|L EH0 M Y AH0 W AH0 L
lemur|L IY M AH0 R
lemures|L EH M Y AH0 RRR IY Z
lemuria|L AH0 M Y UW R IY AH0
lenape|L AH0 N AA P IY
lend|L EH N D
lender|L EH N D ER0
leng|L EH NG
length|L EH NG K TH
lengthen|L EH NG K TH AH0 N
lengthening|L EH NG K TH AH0 N IH NG
lengthman|L EH NG TH M AH0 N
lenient|L IY N IY AH0 N T
lenify|L EH N IH F AE IH
leningrad|L EH N IH N G RRR AE D
leninist|L EH N IH N IH S T
leninite|L EH N IH N AE IH T
lenis|L EH N IH S
lenite|L AH0 N AE IH T
lenition|L AH0 N IH SH AH0 N
lennon|L EH N AH0 N
lenox|L EH N IH K S
lens|L EH N Z
lenses|L EH N Z IH Z
lent|L EH N T
lenticel|L EH N T IH S EH L
lenticular|L EH N T IH K Y AH0 L ER0
lentil|L EH N T AH0 L
lento|L EH N T OW0 UH
lentous|L EH N T AH0 S
leo|L IY OW0 UH
leominster|L EH M AH0 N S T AH0 R
leon|L IY AA N
leonard|L EH N ER0 D
leonardeschi|L AH0 N AA R D EH SH IY
leonid|L IY AH0 N IH D
leonine|L IY AH0 N AE IH N
leopard|L EH P ER0 D
leotard|L IY AH0 T AA R D
lepak|L AH0 P AA K
lepid|L EH P IH D
lepirudin|L EH P IH R UW D IH N
leporine|L EH P AH0 R AE IH N
leprechaun|L EH P RRR AH0 K AO N
leprosy|L EH P R AH0 S IY
leprous|L EH P R AH0 S
leptin|L EH P T IH N
leptines|L EH P T IH N IY Z
leptocaul|L EH P T OW0 UH K AO L
leptocaulous|L EH P T OW0 UH K AO L AH0 S
lepton|L EH P T AO N
leroy|L IY R AO IH
les|L EH Z
lesbian|L EH Z B IY AH0 N
lesbic|L EH Z B IH K
lesbigay|L AH0 Z B AE IH G EH0 IH
lesbo|L EH Z B OW0 UH
lesbro|L EH Z B R OW0 UH
lesdar|L EH Z D AA R
lese|L IY Z
lesene|L EH Z AH0 N
lesion|L IY ZH AH0 N
lesk|L EH S K
leslie|L EH Z L IY
lesotho|L AH0 S UW T UW
less|L EH S
lessen|L EH S AH0 N
lessepsian|L EH0 IH S EH P S IH AH0 N
lesser|L EH S ER0
lesson|L EH S EN
lessons|L EH S EN Z
lest|L EH S T
lester|L EH S T ER0
let|L EH T
let's|L EH T S
letch|L EH T
letcha|L EH T SH AH0
lethal|L IY TH AH0 L
lethally|L IY TH AH0 L IY
lethargic|L AH0 TH AA R D ZH IH K
lethargy|L EH TH AH0 R D IY
lethe|L IY TH IY
lethean|L IY TH IY AH0 N
lethologica|L IY TH AH0 L AA D ZH AH0 K AH0
letovicite|L EH T AH0 V IH S AE IH T
letrozole|L EH T R AH0 Z OW0 UH L
lets|L EH T S
lett|L EH T
letter|L EH T ER0
letters|L EH T ER0 Z
letterzine|L EH T AH0 Z IY N
lettice|L EH T IH S
letting|L EH T IH NG
lettuce|L EH T IH S
leu|L EH0 IH UW
leucite|L UW S AE IH T
leucodermic|L UW K AH0 D UH1 M IH K
leucophanite|L Y UW K AO F AH0 N AE IH T
leucotome|L UW K AH0 T AH0 UH M
leucyl|L UW S IH L
leud|L UW D
leudes|L UW D IY Z
leukaemogenesis|L UW K IY M OW0 UH D EH N IH S IH S
leukapheresis|L UW K AH F UH1 RRR IY S IH S
leukemia|L UW K IY M IY AH0
leukemic|L UW K EH M IH K
leukocyte|L UW K AH0 UH S AH IH T
leukoerythroblastosis|L UW K AH0 UH IH R IH TH R AH0 UH B L AE S T AH0 UH S IH S
leukothea|L UW K AO TH IY AH0
leukotriene|L UW K OW0 UH T R AE IH IY N
leung|L AH NG
leuprolide|L UW P R AH0 L AE IH D
leuprorelin|L UW P R AH0 R EH L IH N
lev|L EH V
levant|L IH V AE N T
levantine|L EH V AH0 N T AE IH N
levator|L IH V EH0 IH T ER0
levatores|L EH V AH0 T AO R IY Z
levee|L EH V IY
level|L EH V AH0 L
leven|L EH V AH0 N
levenmouth|L EH V AH0 N M AH0 TH
lever|L EH V ER0
leverage|L EH V AH0 R IH D ZH
leverpostej|L EH0 IH V AH0 R P AO S T AE IH
levet|L EH V IH T
levi|L IY V AE IH
leviathan|L AH0 V AE IH AH0 TH AH0 N
levidrome|L IY V IH D R OW0 UH M
levitate|L EH V IH T EH0 IH T
levite|L IY V AE IH T
leviticus|L AH0 V IH T IH K AH0 S
levitous|L EH V IH T AH0 S
levity|L EH V IH T IY
levmetamfetamine|L EH V M EH T AE M F EH T AH0 M IY N
levobupivacaine|L IY V OW0 UH B Y UW P IH V AH0 K EH0 IH N
levodopa|L EH V AH0 D OW0 UH P AH0
levofloxacin|L IY V OW0 UH F L AA K S AH0 S IH N
levomilnacipran|L IY V AH0 M IH L N AE S AH0 P R AE N
levonorgestrel|L IY V AH0 N AO R D EH S T R AH0 L
levorphanol|L EH V AO R F AH0 N AO L
levosimendan|L IY V OW0 UH S IH M EH N D AE N
levothyroxine|L IY V OW0 UH TH AE IH R AA K S IH N
levy|L EH V IY
lewd|L UW D
lewdness|L UW D N AH0 S
lewes|L UW IH S
lewis|L UW IH S
lewiston|L UW IH S T AH0 N
lex|L EH K S
lexa|L EH K S AH0
lexeme|L EH K S IY M
lexemes|L EH K S IY M Z
lexi|L EH K S IY
lexical|L EH K S IH K AH0 L
lexicographer|L EH K S IH K AO G R AH0 F AH0 R
lexicography|L EH K S IH K AA G R AH0 F IY
lexicon|L EH K S IH K AA N
lexie|L EH K S IY
lexigram|L EH K S IH G R AE M
lexigraph|L EH K S IH G R AE F
lexington|L EH K S IH NG T AH0 N
ley|L IY
leyburn|L EH0 IH B UH1 R N
lez|L EH Z
lezzer|L EH Z ER0
lhasa|L AA S AH0
li|L IY
liability|L AE IH AH0 B IH L IH T IY
liable|L AE IH AH0 B AH0 L
liaise|L IY EH0 IH Z
liaison|L IY EH0 IH Z AA N
liam|L IY AH0 M
liangpi|L IY AA NG P IY
liar|L AE IH ER0
lias|L IY AH0 S
lib|L IH B
lib'ral|L IH B R AH0 L
libate|L AE IH B EH0 IH T
libby|L IH B IY
libel|L AE IH B AH0 L
liberal|L IH B AH0 R AH0 L
liberality|L IH B AH0 R AE L IH T IY
liberalize|L IH B AH0 R AH0 L AE IH Z
liberally|L IH B AH0 R AH0 L IY
liberate|L IH B AH0 R EH0 IH T
liberator|L IH B AH0 R EH0 IH T AH0 R
liberia|L AE IH B IH R IY AH0
libertine|L IH B ER0 T IY N
liberty|L IH B ER0 T IY
libidinal|L AH0 B IH D AH0 N AH0 L
libidinous|L IH B IH D IH N AH0 S
libra|L IY B R AH0
libral|L AE IH B R AH0 L
librarian|L AE IH B R EH R IY AH0 N
library|L AE IH B R EH R IY
libration|L AE IH B R EH0 IH SH AH0 N
libre|L IY B R AH0
libretto|L IH B R EH T OW0 UH
libya|L IH B IY AH0
libyan|L IH B IY AH0 N
lice|L AE IH S
liceity|L IH S IY IH T IY
licence|L AE IH S AH0 N S
license|L AE IH S AH0 N S
licensed|L AE IH S EN S T
licensee|L AE IH S AH0 N S IY
licensor|L AE IH S AH0 N S AH0 R
licentiate|L AE IH S EH N SH IY AH0 T
licentious|L AE IH S EH N SH AH0 S
licentuous|L AE IH S EH N T SH UW AH0 S
lichen|L AE IH K AH0 N
lichenicolous|L AE IH K AH0 N IH K AH0 L AH0 S
lichfield|L IH T F IY L D
licit|L IH S IH T
lick|L IH K
licked|L IH K T
licker|L IH K ER0
lickety|L IH K IH T IY
licking|L IH K IH NG
licks|L IH K S
licorice|L IH K AH0 R IH SH
lid|L IH D
lidar|L AE IH D AA R
lidocaine|L AE IH D AH0 K EH0 IH N
lids|L IH D Z
lie|L AE IH
lieberal|L AE IH B AH0 R AH0 L
liechtenstein|L IH K T AH0 N S T AE IH N
lied|L IY D
lieder|L IY D ER0
lief|L IY F
liefer|L IY F AH0
liege|L IY ZH
liegeman|L IY D ZH M AH0 N
lien|L IY AH0 N
lienal|L AE IH AH0 N AH0 L
lienic|L AE IH AH0 N IH K
liensman|L IY N Z M AH0 N
lier|L IH ER0
lies|L AE IH Z
lieutenant|L Y UW T EH N AH0 N T
life|L AE IH F
lifeboat|L AE IH F B OW0 UH T
lifeful|L AE IH F F UH L
lifeless|L AE IH F L AH0 S
lifeline|L AE IH F L AE IH N
lifen|L AE IH F AH0 N
lifestyle|L AE IH F S T AE IH L
lifestyler|L AE IH F S T AE IH L AH0 R
lifetime|L AE IH F T AE IH M
lifo|L AE IH F OW0 UH
lift|L IH F T
liftboy|L IH F T B AO IH
lifting|L IH F T IH NG
lig|L IH G
ligament|L IH G AH0 M AH0 N T
ligand|L IH G AH0 N D
ligase|L AE IH G EH0 IH Z
ligate|L IH G EH0 IH T
ligature|L IH G AH0 T SH ER0
ligatures|L IH G AH0 T SH ER0 Z
liger|L AE IH G ER0
ligger|L IH G ER0
light|L AE IH T
lightable|L AE IH T AH0 B AH0 L
lightbulb|L AE IH T B AH L B
lighted|L AE IH T AH0 D
lighten|L AE IH T AH0 N
lighter|L AE IH T ER0
lightfast|L AE IH T F AE S T
lightfoot|L AE IH T F UH T
lighthouse|L AE IH T HH AE UH S
lighting|L AE IH T IH NG
lightly|L AE IH T L IY
lightness|L AE IH T N AH0 S
lightning|L AE IH T N IH NG
lights|L AE IH T S
lightsaber|L AE IH T S EH0 IH B ER0
lightweight|L AE IH T W EH0 IH T
lignify|L IH G N IH F AE IH
lignite|L IH G N AE IH T
ligula|L IH G Y UH L AH0
liguria|L IH G Y UH R IY AH0
lihou|L IY UW
likable|L AE IH K AH0 B L
likam|L AE IH K AH0 M
like|L AE IH K
liked|L AE IH K T
likelihood|L AE IH K L IY HH UH D
likely|L AE IH K L IY
liken|L AE IH K AH0 N
likeness|L AE IH K N AH0 S
likenesses|L AE IH K N AH0 S IH Z
likes|L AE IH K S
likewise|L AE IH K W AE IH Z
likey|L AE IH K IY
likin|L IY K IH N
liking|L AE IH K IH NG
likings|L AE IH K IH NG Z
likker|L IH K ER0
lil|L IH L
lilac|L AE IH L AH0 K
lilangeni|L IH L AE NG G EH0 IH N IY
lilian|L IH L IY AH0 N
liliate|L IH L IY AH0 T
lilies|L IH L IY Z
liliger|L AE IH L AE IH G AH0 R
lill|L IH L
lille|L IY L
lilliputian|L IH L IH P Y UW SH AH0 N
lilo|L AE IH L AH0 UH
lilongwe|L IH L AO NG W EH0 IH
lilt|L IH L T
lilting|L IH L T IH NG
lily|L IH L IY
lima|L IY M AH0
limavady|L IH M AH0 V AE D IY
limb|L IH M
limbate|L IH M B EH0 IH T
limbec|L IH M B IH K
limbed|L IH M D
limber|L IH M B AH0 R
limbo|L IH M B OW0 UH
limbs|L IH M Z
limburg|L IH M B ER G
limby|L IH M IY
lime|L AE IH M
limeade|L AE IH M EH0 IH D
limelight|L AE IH M L AE IH T
limer|L AE IH M AH0 R
limerick|L IH M AH0 R IH K
limestone|L AE IH M S T OW0 UH N
limey|L AE IH M IY
liminal|L IH M AH0 N AH0 L
liminocentric|L IH M IH N AH0 UH S EH N T R IH K
limit|L IH M IH T
limitary|L IH M IH T EH R IY
limitation|L IH M IH T EH0 IH SH AH0 N
limited|L IH M IH T IH D
limits|L IH M IH T S
limmer|L IH M AH0
limn|L IH M
limner|L IH M N ER0
limo|L IH M OW0 UH
limoncello|L IH M AH0 N T SH EH L OW0 UH
limous|L AE IH M AH0 S
limousin|L IH M AH0 Z IH N
limousine|L IH M AH0 Z IY N
limp|L IH M P
limpet|L IH M P IH T
limpid|L IH M P IH D
limps|L IH M P S
lin|L IH N
linac|L IH N AE K
linalool|L IH N AE L OW0 UH AH0 L
linch|L IH N SH
linchpin|L IH N T P IH N
lincoln|L IH NG K AH0 N
lincolnshire|L IH NG K AH0 N SH IH R
linctus|L IH NG K T AH0 S
lind|L IH N D
linda|L IH N D AH0
linden|L IH N D AH0 N
lindsay|L IH N Z IY
lindsey|L IH N Z IY
line|L AE IH N
lineage|L IH N IY IH D ZH
lineal|L IH N IY AH0 L
linear|L IH N IY ER0
linearithmic|L IH N IY AH0 R IH DH M IH K
linearity|L IH N IY AE R AH0 T IY
lined|L AE IH N D
linen|L IH N IH N
liner|L AE IH N AH0
lines|L AE IH N Z
lineup|L AE IH N AH P
linezolid|L IH N EH Z AH0 L IH D
ling|L IH NG
lingala|L IH NG G AA L AH0
lingamic|L IH NG G AE M IH K
lingberry|L IH NG B EH R IY
linger|L IH NG G ER0
lingered|L IH NG G ER0 D
lingerie|L AA N D ZH AH0 R IY
lingering|L IH NG G R IH NG
lingo|L IY NG G OW0 UH
lingua|L IH NG G W AH0
lingual|L IH NG G W AH0 L
linguales|L IH NG G W AA L IY Z
lingualis|L IH NG G W AA L IH S
linguica|L IH NG G W AE IH K AH0
linguine|L IH NG G W IY N IY
linguist|L IY NG G W IH S T
linguister|L IH NG G W IH S T AH0 R
linguistic|L IH NG G W IH S T IH K
linguistically|L IH NG G W IH S T IH K AH0 L IY
linguistics|L IH NG G W IH S T IH K S
lingula|L IH NG G Y AH0 L AH0
lingzhi|L IH NG D AH0
linhay|L IH N IY
liniment|L IH N AH0 M AH0 N T
lining|L AE IH N IH NG
link|L IH NG K
linked|L IH NG K T
linker|L IH NG K ER0
linking|L IH NG K IH NG
linkrot|L IH NG K R AO T
linlithgow|L IH N L IH TH G OW0 UH
linn|L IH N
linnaean|L IH N IY AH0 N
linnet|L IH N IH T
linocut|L AE IH N OW0 UH K AH0 T
linoleic|L IH N AH0 L IY IH K
linolenic|L IH N AH0 L IY N IH K
linoleum|L IH N OW0 UH L IY AH0 M
linothorax|L IY N OW0 UH TH AO R AE K S
linq|L IH NG K
linquish|L IH NG K W IH SH
linseed|L IH N S IY D
linsheng|L IH N SH AH NG
lint|L IH N T
lintel|L IH N T AH0 L
linty|L IH N T IY
linus|L AE IH N AH0 S
linux|L IH N UH K S
linwood|L IH N W UH D
lion|L AE IH AH0 N
lionel|L AE IH AH0 N L
lionize|L AE IH AH0 N AE IH Z
liothyronine|L AE IH OW0 UH TH AE IH R AH0 N IY N
liotrix|L AE IH AH0 T R IH K S
lip|L IH P
lipid|L IH P IH D
lipline|L IH P L AE IH N
lipoid|L IH P AO IH D
liposuction|L AE IY P OW0 S AH K SH EN
lipoxygenase|L IH P AA K S IH D AH0 N EH0 IH S
lipped|L IH P T
lippy|L IH P IY
lipread|L IH P R IY D
lips|L IH P S
lipstick|L IH P S T IH K
liquefy|L IH K W IH F AE IH
liqueur|L IH K ER
liquid|L IH K W IH D
liquidate|L IH K W IH D EH0 IH T
liquidation|L IH K W AH0 D EH0 IH SH AH0 N
liquidity|L IH K W IH D AH0 T IY
liquor|L IH K ER0
lira|L IH AH0 R AH0
liraglutide|L IH R AH0 G L UW T AE IH D
lisa|L IY Z AH0
lisbon|L IH Z B AH0 N
lisbonite|L IH Z B AH0 N AE IH T
lisdexamfetamine|L IH S D EH K S AE M F EH T M AH0 IY N
lisinopril|L IH S IH N AH0 P R IH L
liskeard|L IH S K AA R D
lisp|L IH TH P
lispound|L IH S P AH0 N D
lisps|L IH S P S
lispy|L IH S P IY
lissencephaly|L IH S EH N S EH F AH0 L IY
lissom|L IH S AH0 M
list|L IH S T
listeme|L IH S T IY M
listen|L IH S AH0 N
listened|L IH S EN D
listener|L IH S AH0 N ER0
listenership|L IH S AH0 N ER0 SH IH P
listening|L IH S AH0 N IH NG
listful|L IH S T F UH L
listicle|L IH S T IH K L
listing|L IH S T IH NG
listless|L IH S T L AH0 S
listowel|L IH S T OW0 UH AH0 L
lists|L IH S T S
listserver|L IH S T S ER0 V ER0
liszt|L IH S T
lit|L IH T
litany|L IH T AH0 N IY
litas|L IH T AE S
litchi|L IY T IY
lite|L AE IH T
liter|L IY T ER0
literacy|L IH T AH0 R AH0 S IY
literal|L IH T AH0 R AH0 L
literally|L IH T AH0 R AH0 L IY
literary|L IH T AH0 R EH AH0 R IY
literate|L IH T AH0 R AH0 T
literati|L IH T AH0 R AA T IY
literatim|L IH T ER0 EH0 IH T IH M
literatuer|L IH T AH0 R AH0 T Y UH AH0 R
literatuers|L IH T AH0 R AH0 T Y UH AH0 R Z
literature|L IH T SH R AH0 T SH ER0
literatus|L IH T AH0 R AA T AH0 S
litfan|L IH T F AE N
litfic|L IH T F IH K
litharge|L IH TH AA R D ZH
lithe|L AE IH DH
lithen|L AE IH DH AH0 N
lither|L IY DH AH0 R
lithesome|L AE IH DH S AH0 M
lithgow|L IH TH G AH0 UH
lithic|L IH TH IH K
lithium|L IH TH IY AH0 M
lithophyte|L IH TH AH0 F AE IH T
lithotripsy|L IH TH AH0 T R IH P S IY
lithp|L IH TH P
lithuania|L IH TH W EH0 IH N IY AH0
lithuanian|L IH TH UH EH0 IH N IY AH0 N
litigant|L IH T IH G AH0 N T
litigate|L IH T IH G EH0 IH T
litigation|L IH T IH G EH0 IH SH AH0 N
litigious|L IH T IH D AH0 S
litmus|L IH T M AH0 S
litotical|L AE IH T AO T IH K AH0 L
litre|L IY T ER0
littell|L IH T L
litter|L IH T ER0
litterateur|L IH T AH0 R AH0 T UH ER0
litterateuse|L IH T AH0 R AH0 T UW Z
litterbug|L IH T ER0 B AH G
little|L IH T L
littlest|L IH T EL AH0 S T
littoral|L IH T AH0 R AH0 L
liturgical|L IH T ER D ZH IH K AH0 L
liturgy|L IH T ER0 D IY
liv|L IH V
live|L IH V
lived|L IH V D
livelihood|L AE IH V L IY HH UH D
liveliness|L AE IH V L IY N AH0 S
lively|L AE IH V L IY
liven|L IH V AH0 N
liver|L IH V ER0
livermore|L IH V ER0 M AO R
livermorium|L IH V AH0 R M AO R IY AH0 M
liverpool|L IH V AH0 R P UW L
liverwort|L IH V ER0 W ER T
livery|L IH V AH0 R IY
lives|L IH V Z
livestock|L AE IH V S T AA K
livid|L IH V IH D
lividly|L IH V IH D L IY
living|L IH V IH NG
livish|L AE IH V IH SH
livonia|L IH V OW0 UH N IY AH0
livor|L AE IH V AH0 R
livorno|L AH0 V AO R N OW0 UH
livre|L IY V R AH0
lixiviate|L IH K S IH V IY EH0 IH T
liz|L IH Z
lizard|L IH Z ER0 D
lizardfolk|L IH Z ER0 D F OW0 UH K
lizardman|L IH Z ER0 D M AE N
ljbf|L IH D B IH F
llama|L AA M AH0
llandeilo|HH L AE N D AE IH L AH0 UH
llandudno|L AE N D IH D N OW0 UH
llanero|L AA N EH R AH0 UH
llano|L AA N AH0 UH
llanrumney|HH L AE N R AH M N IY
llanrwst|HH L AE N R UW S T
lmao|EH L EH M EH0 IH OW0 UH
lnav|EH L N EH0 IH V
lo|L OW0 UH
loa|L OW0 UH AH0
loach|L AH0 UH T SH
load|L OW0 UH D
loaded|L OW0 UH D IH D
loader|L OW0 UH D ER0
loading|L OW0 UH D IY NG
loadout|L AH0 UH D AE UH T
loads|L OW0 UH D Z
loaf|L OW0 UH F
loafer|L OW0 UH F ER0
loam|L OW0 UH M
loan|L OW0 UH N
loaner|L OW0 UH N ER0
loanword|L OW0 UH N W ER D
loath|L OW0 UH TH
loathe|L OW0 UH DH
loathful|L AH0 UH TH F AH0 L
loathing|L OW0 UH DH IH NG
lob|L AO B
lobby|L AA B IY
lobbyist|L AA B IY IH S T
lobe|L AH0 UH B
lobelia|L OW0 UH B IY L IY AH0
lobster|L AA B S T ER0
lobsterman|L AO B S T AH0 R M AH0 N
lobsterwoman|L AO B S T AH0 R W UH M AH0 N
lobule|L AA B Y UW L
local|L OW0 UH K L
locale|L OW0 UH K AE L
locality|L OW0 UH K AE L IH T IY
locally|L AH0 UH K AH0 L IY
locate|L OW0 UH K EH0 IH T
located|L OW0 UH K EH0 IH T IH D
location|L OW0 UH K EH0 IH SH AH0 N
locations|L OW0 UH K EH0 IH SH AH0 N
locative|L AA K AH0 T IH V
loch|L AA K
lochage|L AH0 UH K IH D ZH
lochia|L OW0 UH K IY AH0
loci|L OW0 UH S AE IH
lock|L AA K
lockdown|L AA K D AE UH N
locke|L AA K
locked|L AA K T
locket|L AA K IH T
locks|L AA K S
locksmith|L AA K S M IH TH
locksmithing|L AO K S M IH TH IH NG
lockstitch|L AA K S T IH T
locrian|L AH0 UH K R IY AH0 N
locus|L OW0 UH K AH0 S
locust|L OW0 UH K AH0 S T
locution|L OW0 UH K Y UW SH EN
lode|L OW0 UH D
lodestone|L OW0 UH D S T OW0 UH N
lodge|L AA D ZH
lodged|L AA D D
lodger|L AA D ZH ER0
lodging|L AA D ZH IH NG
lodgings|L AA D ZH IH NG Z
lodgment|L AA D ZH M AH0 N T
lodz|W UW T SH
loeffler|L UH1 F L AH0 R
loess|L AH S
loft|L AO F T
lofty|L AO F T IY
log|L AO G
logan|L OW0 UH G AH0 N
logarithm|L AA G AH0 R R IH DH AH0 M
logarithmancy|L AA G AH0 R IH DH M AH0 N S IY
logarithms|L AA G AH0 R R IH DH AH0 M Z
logboard|L AO G B AO R D
logbook|L AO G B UH K
loge|L AH0 UH ZH
loggat|L AO G AH0 T
logge|L AO G
logger|L AA G ER0
loggerhead|L AO G ER0 HH EH D
loggia|L AO D AH0
logic|L AA D ZH IH K
logical|L AA D ZH IH K AH0 L
logician|L AH0 D IH SH AH0 N
login|L AO G IH N
logion|L OW0 UH D ZH IY AH0 N
logistic|L AH0 D ZH IH S T IH K
logistics|L AH0 D ZH IH S T IH K S
logit|L OW0 UH D ZH IH T
loglan|L AO G L AE N
loglang|L AA G L AE NG
logo|L OW0 UH G OW0 UH
logodaedaly|L OW0 UH G OW0 UH D IY D AH0 L IY
logogram|L AO G AH0 G R AE M
logomachy|L OW0 UH G AA M AH0 K IY
logorrhea|L AO G AH0 R IY AH0
logos|L OW0 UH G AA S
logothete|L AO G AH0 TH IY T
logrolling|L AA G R OW0 UH L IH NG
logroño|L AH0 G R OW0 UH N Y OW0 UH
logs|L AO G Z
logy|L OW0 UH G IY
loin|L AO IH N
loins|L AO IH N Z
loir|L AO IH AH0 R
loire|L AH0 W AA R
loiret|L W AA R EH0 IH
lois|L AH0 UH IH S
loiter|L AO IH T ER0
lojban|L AO ZH B AE N
loki|L OW0 UH K IY
lol|EH L OW0 UH EH L
