'ayé|'ajé
àwàjálẹ̀|àwàd͡ʒálɛ̀
àwámárììdí|àwámárììdí
àwámárídìí|àwámárídìí
àwárí|àwárí
àwáwí|àwáwí
àwáyè|àwájè
àwíjàre|àwíd͡ʒàre
àwíìyánnu|àwíìjánnu
àwòjìji|àwòd͡ʒìd͡ʒi
àwòkọ́ṣe|àwòkɔ́ʃe
àwòrán|àwòrán
àwòtán|àwòtán
àwòyanu|àwòjanu
àwùjọ|àwùd͡ʒɔ
àwẹ̀|àwɛ̀
àwẹ̀ìwẹ̀tán|àwɛ̀ìwɛ̀tán
àwọn|àwɔ̃
àwọsánmọ̀|àwɔsánmɔ̀
àwọ̀|àwɔ̀
àwọ̀n|àwɔ̀n
àwọ̀tẹ́lẹ̀|àwɔ̀tɛ́lɛ̀
àwọ́n|àwɔ́n
àwọ̣n|àwɔ̣n
àya|àja
àyà|àjà
àyàfi|àjàfi
àyànfẹ́|àjànfɛ́
àyànmọ́|àjànmɔ́
àyándélé|àjándélé
àyétán|àjétán
àyìnlá|àjìnlá
àyídà|àjídà
àyídáyidà|àjídájidà
àyíká|àjíká
àyípadà|àjík͡padà
àyẹ̀wò|àjɛ̀wò
àyẹ́sí|àjɛ́sí
àyọnusọ|àjɔ̃usɔ
àyọríṣí|àjɔríʃí
ààbò|ààbò
ààbọ̀|ààbɔ̀
ààfin|ààfĩ
ààfáà|ààfáà
ààlà|ààlà
ààló|ààló
ààlọ́|ààlɔ́
ààrò|ààrò
ààrùn|ààrùn
ààrẹ|ààrɛ
ààtàn|ààtàn
ààyè|ààjè
ààyè’|ààjè’
ààyò|ààjò
àádóje|àádód͡ʒe
àádọ́fà|àádɔ́fà
àádọ́jọ|àádɔ́d͡ʒɔ
àádọ́rin|àádɔ́rĩ
àádọ́rùn|àádɔ́rùn
àádọ́ta|àádɔ́ta
àágùn|àáɡùn
àáké|àáké
àánú|àánú
àárin|àárĩ
àárín|àárín
àárò|àárò
àárùn|àárùn
àárẹ̀|àárɛ̀
àárọ̀|àárɔ̀
àìbalẹ̀|àìbalɛ̀
àìbìkítà|àìbìkítà
àìbúra|àìbúra
àìbẹ̀rù|àìbɛ̀rù
àìbọ̀wọ̀|àìbɔ̀wɔ̀
àìdá|àìdá
àìdálẹ́bi|àìdálɛ́bi
àìdánilójú|àìdánilód͡ʒú
àìdíbàjẹ́|àìdíbàd͡ʒɛ́
àìdọ́gba|àìdɔ́ɡ͡ba
àìfarabalẹ̀|àìfarabalɛ̀
àìfẹ́|àìfɛ́
àìgbàgbọ́|àìɡ͡bàɡ͡bɔ́
àìgbó|àìɡ͡bó
àìgbọdọ̀|àìɡ͡bɔdɔ̀
àìgbọ́fá|àìɡ͡bɔ́fá
àìgbọ́ràn|àìɡ͡bɔ́ràn
àìjiyàn|àìd͡ʒijàn
àìjẹun|àìd͡ʒɛũ
àìjẹ̀bi|àìd͡ʒɛ̀bi
àìkàsí|àìkàsí
àìkáárẹ̀|àìkáárɛ̀
àìkú|àìkú
àìkún|àìkún
àìkọlà|àìkɔlà
àìlera|àìlera
àìlábàwọ́n|àìlábàwɔ́n
àìlábámọ̀|àìlábámɔ̀
àìlábùkù|àìlábùkù
àìlábùlà|àìlábùlà
àìlèfojúrí|àìlèfod͡ʒúrí
àìlèmáradúró|àìlèmáradúró
àìlèyípadà|àìlèjík͡padà
àìlérè|àìlérè
àìléwu|àìléwu
àìléèérí|àìléèérí
àìlófin|àìlófĩ
àìlópin|àìlók͡pĩ
àìlẹ́gàn|àìlɛ́ɡàn
àìlẹ́wà|àìlɛ́wà
àìlọ́lá|àìlɔ́lá
àìlọ́mọ|àìlɔ́mɔ
àìlọ́wọ̀|àìlɔ́wɔ̀
àìmoye|àìmoje
àìmúra|àìmúra
àìmọ̀|àìmɔ̀
àìmọ̀kan|àìmɔ̀kan
àìmọ̀ọ́mọ̀dá|àìmɔ̀ɔ́mɔ̀dá
àìmọ́|àìmɔ́
àìmọ́’|àìmɔ́’
àìná|àìná
àìnání|àìnání
àìní|àìní
àìnídìí|àìnídìí
àìnídìí’|àìnídìí’
àìnípẹ̀kun|àìník͡pɛ̀kũ
àìnírètí|àìnírètí
àìnítẹ́lọ́rùn|àìnítɛ́lɔ́rùn
àìníye|àìníje
àìpatán|àìk͡patán
àìpò|àìk͡pò
àìpẹ́|àìk͡pɛ́
àìronúpìwàdà|àìronúk͡pìwàdà
àìrékọjá|àìrékɔd͡ʒá
àìrí|àìrí
àìríran|àìríran
àìròtẹ́lẹ̀|àìròtɛ́lɛ̀
àìsimi|àìsimi
àìsàn|àìsàn
àìsí|àìsí
àìsùn|àìsùn
àìtòrò|àìtòrò
àìtó|àìtó
àìtọ́|àìtɔ́
àìtọ́jú|àìtɔ́d͡ʒú
àìwà|àìwà
àìwú|àìwú
àìwúkàrà|àìwúkàrà
àìwọṣọ|àìwɔʃɔ
àìyedè|àìjedè
àìṣe|àìʃe
àìṣedéédéé|àìʃedéédéé
àìṣiyèméjì|àìʃijèméd͡ʒì
àìṣègbè|àìʃèɡ͡bè
àìṣòdodo|àìʃòdodo
àìṣòótọ́|àìʃòótɔ́
àìṣẹ̀tàn|àìʃɛ̀tàn
àìṣọ̀lẹ|àìʃɔ̀lɛ
àńjọlá|àńd͡ʒɔlá
àńjọláolúwa|àńd͡ʒɔláolúwa
àǹfàní|àǹfàní
àǹfààní|àǹfààní
àǹkárá|àǹkárá
àṣansílẹ̀|àʃansílɛ̀
àṣehàn|àʃehàn
àṣejù|àʃed͡ʒù
àṣekágbá|àʃekáɡ͡bá
àṣekára|àʃekára
àṣekù|àʃekù
àṣepé|àʃek͡pé
àṣepé’|àʃek͡pé’
àṣeyege|àʃejeɡe
àṣeyọrí|àʃejɔrí
àṣà|àʃà
àṣàkẹ́|àʃàkɛ́
àṣàrò|àʃàrò
àṣàyàn|àʃàjàn
àṣá|àʃá
àṣálẹ́|àʃálɛ́
àṣápa|àʃák͡pa
àṣáró|àʃáró
àṣé|àʃé
àṣémọ́|àʃémɔ́
àṣìtẹ̀|àʃìtɛ̀
àṣìṣe|àʃìʃe
àṣíborí|àʃíborí
àṣírí|àʃírí
àṣẹ|àʃɛ
àṣẹ̀ṣẹ̀yọ|àʃɛ̀ʃɛ̀jɔ
àṣẹ́kù|àʃɛ́kù
á|á
ábbà|ábbà
ádámọ̀|ádámɔ̀
ájàó|ád͡ʒàó
án|án
ápù|ák͡pù
áà|áà
áàdọ́jọ|áàdɔ́d͡ʒɔ
á’|á’
è|è
èbìtì|èbìtì
èbùté|èbùté
èbúté|èbúté
ède|ède
èdá|èdá
èdè|èdè
èdè’|èdè’
èdìdì|èdìdì
èdùmàrè|èdùmàrè
ègbo|èɡ͡bo
ègbè|èɡ͡bè
ègbé|èɡ͡bé
ègé|èɡé
ègún|èɡún
èhíhù|èhíhù
èjè|èd͡ʒè
èjì|èd͡ʒì
èjìgbò|èd͡ʒìɡ͡bò
èjìgbòmẹkùn|èd͡ʒìɡ͡bòmɛkùn
èjìká|èd͡ʒìká
èjìrẹ́|èd͡ʒìrɛ́
èjí|èd͡ʒí
èkan|èkan
èkeje|èked͡ʒe
èkejì|èked͡ʒì
èkejìlá|èked͡ʒìlá
èkááná|èkááná
èké|èké
èkée|èkée
èké’|èké’
èkínní|èkínní
èkíní|èkíní
èkó|èkó
èkùrọ́|èkùrɔ́
èkúté|èkúté
èlé|èlé
èlé’|èlé’
èlò|èlò
èló|èló
èlùbọ́|èlùbɔ́
èmi|èmi
èmánúẹ̀lì|èmánúɛ̀lì
èmí|èmí
ènìyàn|ènìjàn
ènìyànkénìyàn|ènìjànkénìjàn
ènìyànṣùgbọ́n|ènìjànʃùɡ͡bɔ́n
ènìyàn’|ènìjàn’
èní|èní
èpè|èk͡pè
èpò|èk͡pò
ère|ère
èrè|èrè
èrèdí|èrèdí
èré|èré
èrí|èrí
èrò|èrò
èròjà|èròd͡ʒà
èròkerò|èròkerò
èróngbà|èrónɡ͡bà
èrú|èrú
èrúnrún|èrúnrún
èso|èso
èsì|èsì
èsúró|èsúró
ète|ète
ètè|ètè
ètò|ètò
ètùtù|ètùtù
èwe|èwe
èwo|èwo
èwù|èwù
èyan|èjan
èyàn|èjàn
èyì|èjì
èyí|èjí
èyíkéyìí|èjíkéjìí
èyíohun|èjíohũ
èyí’|èjí’
èèkàn|èèkàn
èèpo|èèk͡po
èèwọ̀|èèwɔ̀
èèyàn|èèjàn
èé|èé
èébì|èébì
èébú|èébú
èédú|èédú
èéfín|èéfín
èéha|èéha
èéhù|èéhù
èékán|èékán
èékánná|èékánná
èékánnáà|èékánnáà
èélá|èélá
èémí|èémí
èérí|èérí
èérún|èérún
èétirí|èétirí
èétiṣe|èétiʃe
èéṣe|èéʃe
èéṣì|èéʃì
è̀nìyàn|è̀nìjàn
èṣítẹ̀rí|èʃítɛ̀rí
èṣù|èʃù
èṣù’|èʃù’
é|é
élújọbí|élúd͡ʒɔbí
é’|é’
ì|ì
ìbejì|ìbed͡ʒì
ìbojútó|ìbod͡ʒútó
ìbora|ìbora
ìbà|ìbà
ìbàdàn|ìbàdàn
ìbàdí|ìbàdí
ìbàjẹ́|ìbàd͡ʒɛ́
ìbàlẹ̀|ìbàlɛ̀
ìbànújẹ́|ìbànúd͡ʒɛ́
ìbá|ìbá
ìbáaka|ìbáaka
ìbágbé|ìbáɡ͡bé
ìbágbépọ̀|ìbáɡ͡bék͡pɔ̀
ìbákasẹ|ìbákasɛ
ìbálé|ìbálé
ìbálòpò|ìbálòk͡pò
ìbálòpọ̀|ìbálòk͡pɔ̀
ìbámu|ìbámu
ìbánisọ̀rọ̀|ìbánisɔ̀rɔ̀
ìbániwí|ìbániwí
ìbárẹ́|ìbárɛ́
ìbátan|ìbátan
ìbáwí|ìbáwí
ìbáṣepọ̀|ìbáʃek͡pɔ̀
ìbéyàwó|ìbéjàwó
ìbéèrè|ìbéèrè
ìbéérè|ìbéérè
ìbìlù|ìbìlù
ìbìnújẹ́|ìbìnúd͡ʒɛ́
ìbí|ìbí
ìbílẹ̀|ìbílɛ̀
ìbímọ|ìbímɔ
ìbínú|ìbínú
ìbísí|ìbísí
ìbò|ìbò
ìbògùn|ìbòɡùn
ìbòjú|ìbòd͡ʒú
ìbòrí|ìbòrí
ìbùkún|ìbùkún
ìbùkúnwọ́|ìbùkúnwɔ́
ìbùsùn|ìbùsùn
ìbùwọ́n|ìbùwɔ́n
ìbú|ìbú
ìbúra|ìbúra
ìbẹ̀rù|ìbɛ̀rù
ìbẹ̀rùbojo|ìbɛ̀rùbod͡ʒo
ìbẹ̀rẹ̀|ìbɛ̀rɛ̀
ìbẹ̀wò|ìbɛ̀wò
ìbẹ́pẹ|ìbɛ́k͡pɛ
ìbọn|ìbɔ̃
ìbọ̀rìṣà|ìbɔ̀rìʃà
ìbọ̀wọ̀|ìbɔ̀wɔ̀
ìdahoro|ìdahoro
ìdajì|ìdad͡ʒì
ìdarí|ìdarí
ìdin|ìdĩ
ìdodo|ìdodo
ìdojúkojú|ìdod͡ʒúkod͡ʒú
ìdojúkọ|ìdod͡ʒúkɔ
ìdun|ìdũ
ìdàgbàsókè|ìdàɡ͡bàsókè
ìdàkejì|ìdàked͡ʒì
ìdàpọ̀|ìdàk͡pɔ̀
ìdàrúdàpọ̀|ìdàrúdàk͡pɔ̀
ìdààmú|ìdààmú
ìdá|ìdá
ìdábùú|ìdábùú
ìdádúró|ìdádúró
ìdágbére|ìdáɡ͡bére
ìdágìrì|ìdáɡìrì
ìdáhùn|ìdáhùn
ìdájí|ìdád͡ʒí
ìdájọ́|ìdád͡ʒɔ́
ìdájọ́ní|ìdád͡ʒɔ́ní
ìdákan|ìdákan
ìdákẹ́|ìdákɛ́
ìdákẹ́rọ́rọ́|ìdákɛ́rɔ́rɔ́
ìdákọ̀ró|ìdákɔ̀ró
ìdáláre|ìdáláre
ìdálóró|ìdálóró
ìdálẹ́|ìdálɛ́
ìdálẹ́bi|ìdálɛ́bi
ìdámárùn|ìdámárùn
ìdámẹ́rin|ìdámɛ́rĩ
ìdámẹ́ta|ìdámɛ́ta
ìdámẹ́wàá|ìdámɛ́wàá
ìdámọ̀|ìdámɔ̀
ìdánilárayá|ìdánilárajá
ìdánilójú|ìdánilód͡ʒú
ìdánimọ̀|ìdánimɔ̀
ìdánwò|ìdánwò
ìdáná|ìdáná
ìdárayá|ìdárajá
ìdáríjì|ìdáríd͡ʒì
ìdásílẹ̀|ìdásílɛ̀
ìdáwó|ìdáwó
ìdáwọ́lé|ìdáwɔ́lé
ìdáàbòbò|ìdáàbòbò
ìdáǹdè|ìdáǹdè
ìdè|ìdè
ìdènà|ìdènà
ìdì|ìdì
ìdìbò|ìdìbò
ìdìde|ìdìde
ìdìgbòlù|ìdìɡ͡bòlù
ìdìmú|ìdìmú
ìdìtẹ̀|ìdìtɛ̀
ìdí|ìdí
ìdíbàjẹ́|ìdíbàd͡ʒɛ́
ìdíbàjẹ́’|ìdíbàd͡ʒɛ́’
ìdíje|ìdíd͡ʒe
ìdílé|ìdílé
ìdíwọ́|ìdíwɔ́
ìdójúti|ìdód͡ʒúti
ìdójútì|ìdód͡ʒútì
ìdùbúlẹ̀|ìdùbúlɛ̀
ìdùnnú|ìdùnnú
ìdúmọ̀tà|ìdúmɔ̀tà
ìdúnmọ̀tà|ìdúnmɔ̀tà
ìdúpẹ́|ìdúk͡pɛ́
ìdúró|ìdúró
ìdẹwò|ìdɛwò
ìdẹ̀kùn|ìdɛ̀kùn
ìdọ̀tí|ìdɔ̀tí
ìdọ́gba|ìdɔ́ɡ͡ba
ìfami|ìfami
ìfarabalẹ̀|ìfarabalɛ̀
ìfaradà|ìfaradà
ìfarahàn|ìfarahàn
ìfarajì|ìfarad͡ʒì
ìfarapa|ìfarak͡pa
ìfaratì|ìfaratì
ìfi|ìfi
ìfibú|ìfibú
ìfifúnni|ìfifúnni
ìfihàn|ìfihàn
ìfikún|ìfikún
ìfilé|ìfilé
ìfinijoyè|ìfĩid͡ʒojè
ìfinisùn|ìfĩisùn
ìfipamọ́|ìfik͡pamɔ́
ìfipámúniṣe|ìfik͡pámúniʃe
ìfiré|ìfiré
ìfisùn|ìfisùn
ìfisọ̀rọ̀|ìfisɔ̀rɔ̀
ìfiṣẹ̀sín|ìfiʃɛ̀sín
ìfojúsùn|ìfod͡ʒúsùn
ìfojúsọ́nà|ìfod͡ʒúsɔ́nà
ìfojúṣọ́nà|ìfod͡ʒúʃɔ́nà
ìforíbalẹ̀|ìforíbalɛ̀
ìforítì|ìforítì
ìfowópamọ́|ìfowók͡pamɔ́
ìfowóṣòfò|ìfowóʃòfò
ìfun|ìfũ
ìfàsẹ́yìn|ìfàsɛ́jìn
ìfèdèfọ̀|ìfèdèfɔ̀
ìfèéfèé|ìfèéfèé
ìfé|ìfé
ìfìdíkalẹ̀|ìfìdíkalɛ̀
ìfìfẹ́|ìfìfɛ́
ìfìmọ̀ṣọ̀kan|ìfìmɔ̀ʃɔ̀kan
ìfòróróyàn|ìfòrórójàn
ìfòyà|ìfòjà
ìfófó|ìfófó
ìfúnilófin|ìfúnilófĩ
ìfúnni|ìfúnni
ìfúnpá|ìfúnk͡pá
ìfúnrúgbìn|ìfúnrúɡ͡bìn
ìfúntí|ìfúntí
ìfẹ|ìfɛ
ìfẹnukonu|ìfɛ̃ukonu
ìfẹsẹ̀múlẹ̀|ìfɛsɛ̀múlɛ̀
ìfẹ̀gbẹ́|ìfɛ̀ɡ͡bɛ́
ìfẹ̀sẹ̀|ìfɛ̀sɛ̀
ìfẹ̀tànṣe|ìfɛ̀tànʃe
ìfẹ́|ìfɛ́
ìfẹ́kúfẹ̀|ìfɛ́kúfɛ̀
ìfẹ́kúfẹ̀ẹ́|ìfɛ́kúfɛ̀ɛ́
ìfẹ́lódùn|ìfɛ́lódùn
ìfẹ́ni|ìfɛ́ni
ìfẹ́nukonu|ìfɛ́nukonu
ìfọkànbalẹ̀|ìfɔkànbalɛ̀
ìfọkàntán|ìfɔkàntán
ìfọnná|ìfɔ̃ná
ìfọ̀kànbalẹ̀|ìfɔ̀kànbalɛ̀
ìfọ́jú|ìfɔ́d͡ʒú
ìfọ́nnu|ìfɔ́nnu
ìfọ́tí|ìfɔ́tí
ìgalà|ìɡalà
ìgba|ìɡ͡ba
ìgbafẹ́|ìɡ͡bafɛ́
ìgbaniníyànjú|ìɡ͡banĩíjànd͡ʒú
ìgbanisíṣẹ́|ìɡ͡banisíʃɛ́
ìgbokùn|ìɡ͡bokùn
ìgboro|ìɡ͡boro
ìgboyà|ìɡ͡bojà
ìgbà|ìɡ͡bà
ìgbàanì|ìɡ͡bàanì
ìgbàgbọ́|ìɡ͡bàɡ͡bɔ́
ìgbàjá|ìɡ͡bàd͡ʒá
ìgbàkúgbà|ìɡ͡bàkúɡ͡bà
ìgbàlejò|ìɡ͡bàled͡ʒò
ìgbàlà|ìɡ͡bàlà
ìgbànú|ìɡ͡bànú
ìgbàyà|ìɡ͡bàjà
ìgbàyí|ìɡ͡bàjí
ìgbá|ìɡ͡bá
ìgbádùn|ìɡ͡bádùn
ìgbáfẹ́|ìɡ͡báfɛ́
ìgbákọ|ìɡ͡bákɔ
ìgbálẹ̀|ìɡ͡bálɛ̀
ìgbèkùn|ìɡ͡bèkùn
ìgbèríko|ìɡ͡bèríko
ìgbé|ìɡ͡bé
ìgbéga|ìɡ͡béɡa
ìgbékalẹ̀|ìɡ͡békalɛ̀
ìgbéraga|ìɡ͡béraɡa
ìgbéró|ìɡ͡béró
ìgbésí|ìɡ͡bésí
ìgbésẹ̀|ìɡ͡bésɛ̀
ìgbéyàwó|ìɡ͡béjàwó
ìgbì|ìɡ͡bì
ìgbìmọ̀|ìɡ͡bìmɔ̀
ìgbìyànjú|ìɡ͡bìjànd͡ʒú
ìgbín|ìɡ͡bín
ìgbò|ìɡ͡bò
ìgbógunti|ìɡ͡bóɡũti
ìgbóná|ìɡ͡bóná
ìgbónára|ìɡ͡bónára
ìgbóríyìn|ìɡ͡bóríjìn
ìgbóórùn|ìɡ͡bóórùn
ìgbẹ̀san|ìɡ͡bɛ̀san
ìgbẹ̀yin|ìɡ͡bɛ̀jĩ
ìgbẹ̀yìn|ìɡ͡bɛ̀jìn
ìgbẹ́|ìɡ͡bɛ́
ìgbẹ́jọ́|ìɡ͡bɛ́d͡ʒɔ́
ìgbẹ́kẹ̀lé|ìɡ͡bɛ́kɛ̀lé
ìgbẹ́sẹ̀|ìɡ͡bɛ́sɛ̀
ìgbọràn|ìɡ͡bɔràn
ìgbọ̀nsẹ̀|ìɡ͡bɔ̀nsɛ̀
ìgbọ̀nwọ́|ìɡ͡bɔ̀nwɔ́
ìgbọ̀ǹsẹ̀|ìɡ͡bɔ̀ǹsɛ̀
ìgbọ́|ìɡ͡bɔ́
ìgbọ́kùgbọ̀ọ́|ìɡ͡bɔ́kùɡ͡bɔ̀ɔ́
ìgbọ́ran|ìɡ͡bɔ́ran
ìgbọ́ràn|ìɡ͡bɔ́ràn
ìgbọ́wọ́|ìɡ͡bɔ́wɔ́
ìgbọ́wọ́lé|ìɡ͡bɔ́wɔ́lé
ìgbọ́wọ́sókè|ìɡ͡bɔ́wɔ́sókè
ìgunnu|ìɡũnu
ìgà|ìɡà
ìgárá|ìɡárá
ìgéraga|ìɡéraɡa
ìgò|ìɡò
ìgòkè|ìɡòkè
ìgúnu|ìɡúnu
ìgúnwà|ìɡúnwà
ìhalẹ̀|ìhalɛ̀
ìhà|ìhà
ìhàlẹ̀|ìhàlɛ̀
ìhámọ́|ìhámɔ́
ìhámọ́ra|ìhámɔ́ra
ìhín|ìhín
ìhòhò|ìhòhò
ìhòhòèmi|ìhòhòèmi
ìhó|ìhó
ìhùwàsí|ìhùwàsí
ìjayà|ìd͡ʒajà
ìje|ìd͡ʒe
ìjiyàn|ìd͡ʒijàn
ìjogún|ìd͡ʒoɡún
ìjowú|ìd͡ʒowú
ìjà|ìd͡ʒà
ìjàkadì|ìd͡ʒàkadì
ìjàkùmọ̀|ìd͡ʒàkùmɔ̀
ìjàm̀bá|ìd͡ʒàm̀bá
ìjàpá|ìd͡ʒàk͡pá
ìjàǹbá|ìd͡ʒàǹbá
ìjá|ìd͡ʒá
ìjáde|ìd͡ʒáde
ìjáfara|ìd͡ʒáfara
ìjákulẹ̀|ìd͡ʒákulɛ̀
ìjánu|ìd͡ʒánu
ìjì|ìd͡ʒì
ìjìká|ìd͡ʒìká
ìjìnlẹ̀|ìd͡ʒìnlɛ̀
ìjìyà|ìd͡ʒìjà
ìjí|ìd͡ʒí
ìjíròrò|ìd͡ʒíròrò
ìjòyè|ìd͡ʒòjè
ìjó|ìd͡ʒó
ìjóko|ìd͡ʒóko
ìjókòó|ìd͡ʒókòó
ìjóni|ìd͡ʒóni
ìjóná|ìd͡ʒóná
ìjẹ|ìd͡ʒɛ
ìjẹgàba|ìd͡ʒɛɡàba
ìjẹkújẹ|ìd͡ʒɛkúd͡ʒɛ
ìjẹrin|ìd͡ʒɛrĩ
ìjẹrìnlá|ìd͡ʒɛrìnlá
ìjẹta|ìd͡ʒɛta
ìjẹun|ìd͡ʒɛũ
ìjẹyọ|ìd͡ʒɛjɔ
ìjẹ̀bi|ìd͡ʒɛ̀bi
ìjẹ̀bú|ìd͡ʒɛ̀bú
ìjẹ̀ṣa|ìd͡ʒɛ̀ʃa
ìjẹ́|ìd͡ʒɛ́
ìjẹ́jọ́|ìd͡ʒɛ́d͡ʒɔ́
ìjẹ́ni|ìd͡ʒɛ́ni
ìjẹ́rin|ìd͡ʒɛ́rĩ
ìjẹ́rìí|ìd͡ʒɛ́rìí
ìjẹ́wọ́|ìd͡ʒɛ́wɔ́
ìjẹẹ̀ta|ìd͡ʒɛɛ̀ta
ìjọ|ìd͡ʒɔ
ìjọba|ìd͡ʒɔba
ìjọbakíjọba|ìd͡ʒɔbakíd͡ʒɔba
ìjọsìn|ìd͡ʒɔsìn
ìjọ̀gbọ̀n|ìd͡ʒɔ̀ɡ͡bɔ̀n
ìjọ́sìn|ìd͡ʒɔ́sìn
ìka|ìka
ìkan|ìkan
ìkangun|ìkanɡũ
ìkanra|ìkanra
ìkejà|ìked͡ʒà
ìkejì|ìked͡ʒì
ìkookò|ìkookò
ìkorò|ìkorò
ìkunra|ìkũra
ìkà|ìkà
ìkàánú|ìkàánú
ìkángun|ìkánɡũ
ìkánjú|ìkánd͡ʒú
ìkápá|ìkák͡pá
ìkáwọ́|ìkáwɔ́
ìkáwọ́gbera|ìkáwɔ́ɡ͡bera
ìkáyà|ìkájà
ìkáàánú|ìkáàánú
ìkáṣọsí|ìkáʃɔsí
ìkélé|ìkélé
ìkérora|ìkérora
ìkìlò|ìkìlò
ìkìlọ̀|ìkìlɔ̀
ìkíni|ìkíni
ìkírè|ìkírè
ìkòkò|ìkòkò
ìkòròdú|ìkòròdú
ìkòyí|ìkòjí
ìkó|ìkó
ìkógun|ìkóɡũ
ìkójọ|ìkód͡ʒɔ
ìkójọpọ̀|ìkód͡ʒɔk͡pɔ̀
ìkókó|ìkókó
ìkólẹ̀|ìkólɛ̀
ìkólọ|ìkólɔ
ìkómọ|ìkómɔ
ìkóra|ìkóra
ìkórajọ|ìkórad͡ʒɔ
ìkórè|ìkórè
ìkórìíra|ìkórìíra
ìkóríta|ìkóríta
ìkùnsínú|ìkùnsínú
ìkùùkuu|ìkùùkuu
ìkún|ìkún
ìkúnlẹ̀|ìkúnlɛ̀
ìkẹta|ìkɛta
ìkẹyìn|ìkɛjìn
ìkẹ́|ìkɛ́
ìkẹ́kùn|ìkɛ́kùn
ìkẹ́ra|ìkɛ́ra
ìkọ|ìkɔ
ìkọjá|ìkɔd͡ʒá
ìkọlà|ìkɔlà
ìkọta|ìkɔta
ìkọ̀|ìkɔ̀
ìkọ̀kọ̀|ìkɔ̀kɔ̀
ìkọ̀sílẹ̀|ìkɔ̀sílɛ̀
ìkọ̀sẹ̀|ìkɔ̀sɛ̀
ìkọ̀ta|ìkɔ̀ta
ìkọ̀tún|ìkɔ̀tún
ìkọ̀wé|ìkɔ̀wé
ìkọ́|ìkɔ́
ìkọ́jàsí|ìkɔ́d͡ʒàsí
ìkọ́ni|ìkɔ́ni
ìkọ́ṣẹ́|ìkɔ́ʃɛ́
ìlara|ìlara
ìlawọ́|ìlawɔ́
ìlekè|ìlekè
ìlera|ìlera
ìlera’|ìlera’
ìletò|ìletò
ìletòkíletò|ìletòkíletò
ìloro|ìloro
ìlu|ìlu
ìlà|ìlà
ìlàjà|ìlàd͡ʒà
ìlànà|ìlànà
ìlé|ìlé
ìlépa|ìlék͡pa
ìléru|ìléru
ìlérí|ìlérí
ìléròrò|ìléròrò
ìlò|ìlò
ìlòdì|ìlòdì
ìlù|ìlù
ìlú|ìlú
ìlúbìnrin|ìlúbìnrĩ
ìlúkílùú|ìlúkílùú
ìlúmọ̀ọ́ká|ìlúmɔ̀ɔ́ká
ìlúu|ìlúu
ìlẹ̀dú|ìlɛ̀dú
ìlẹ̀kùn|ìlɛ̀kùn
ìlẹ̀kẹ̀|ìlɛ̀kɛ̀
ìlọrin|ìlɔrĩ
ìlọsíwájú|ìlɔsíwád͡ʒú
ìlọ́lọ́rùnpa|ìlɔ́lɔ́rùnk͡pa
ìlọ́nilọ́wọ́gbà|ìlɔ́nilɔ́wɔ́ɡ͡bà
ìlọ́po|ìlɔ́k͡po
ìlọṣọ|ìlɔʃɔ
ìmele|ìmele
ìmoore|ìmoore
ìmutípara|ìmutík͡para
ìmí|ìmí
ìmísí|ìmísí
ìmòye|ìmòje
ìmú|ìmú
ìmúdàgbà|ìmúdàɡ͡bà
ìmúdúró|ìmúdúró
ìmúdọ́gba|ìmúdɔ́ɡ͡ba
ìmúkúrò|ìmúkúrò
ìmúláradá|ìmúláradá
ìmúláyàle|ìmúlájàle
ìmúlọ́kànle|ìmúlɔ́kànle
ìmúni|ìmúni
ìmúniṣìnà|ìmúniʃìnà
ìmúnríran|ìmúnríran
ìmúná|ìmúná
ìmúpadà|ìmúk͡padà
ìmúra|ìmúra
ìmúrasílẹ̀|ìmúrasílɛ̀
ìmúraṣíṣẹ́|ìmúraʃíʃɛ́
ìmúwòdù|ìmúwòdù
ìmúṣẹ|ìmúʃɛ
ìmẹ́lẹ́|ìmɛ́lɛ́
ìmọ|ìmɔ
ìmọ̀|ìmɔ̀
ìmọ̀nàmọ́ná|ìmɔ̀nàmɔ́ná
ìmọ̀ràn|ìmɔ̀ràn
ìmọ̀tẹ́lẹ̀|ìmɔ̀tɛ́lɛ̀
ìmọ́kànle|ìmɔ́kànle
ìmọ́lẹ̀|ìmɔ́lɛ̀
ìmọ́tótó|ìmɔ́tótó
ìn|ìn
ìnilára|ìnilára
ìninilára|ìnĩilára
ìnira|ìnira
ìnura|ìnura
ìnuwọ́|ìnuwɔ́
ìnà|ìnà
ìnàkí|ìnàkí
ìnàsílẹ̀|ìnàsílɛ̀
ìnákúnàá|ìnákúnàá
ìnáwó|ìnáwó
ìní|ìní
ìníolúwa|ìníolúwa
ìpa|ìk͡pa
ìpadà|ìk͡padà
ìpadàbọ̀|ìk͡padàbɔ̀
ìpadàsẹ́yìn|ìk͡padàsɛ́jìn
ìpakà|ìk͡pakà
ìpakúpa|ìk͡pakúk͡pa
ìpalára|ìk͡palára
ìpalẹ̀mọ́|ìk͡palɛ̀mɔ́
ìpamọ́|ìk͡pamɔ́
ìpamọ́ra|ìk͡pamɔ́ra
ìpani|ìk͡pani
ìpanu|ìk͡panu
ìpara|ìk͡para
ìparadà|ìk͡paradà
ìparun|ìk͡parũ
ìparí|ìk͡parí
ìparọ́rọ́|ìk͡parɔ́rɔ́
ìpayà|ìk͡pajà
ìpayínkeke|ìk͡pajínkeke
ìpaà|ìk͡paà
