ሀ|hə
አማጽያን|əmat͡sʼɨjan
አሜሪካ|əmerika
አሜሪካን|əmerikan
አሜሪካኖቹ|əmerikanot͡ʃu
አሜሪካኖች|əmerikanot͡ʃ
አሜሪካዊ|əmerikawi
አሜሪካው|əmerikaw
አሜሪካውያን|əmerikawɨjan
አሜርካ|əmerɨka
አምሀ|əmɨhə
አምላክ|əmɨlak
አምል|əmɨl
አምልኮ|əmɨlɨko
አምልጦ|əmɨlɨtʼo
አምሪ|əmɨri
አምራች|əmɨrat͡ʃ
አምራቾች|əmɨrat͡ʃot͡ʃ
አምር|əmɨr
አምርረው|əmɨrɨrəw
አምሮ|əmɨro
አምስተርዳም|əmɨsɨtərɨdam
አምስተኛ|əmɨsɨtəɲa
አምስተኛው|əmɨsɨtəɲaw
አምስቱ|əmɨsɨtu
አምስታችን|əmɨsɨtat͡ʃɨn
አምስት|əmɨsɨt
አምሽ|əmɨʃ
አምቡላንሶች|əmɨbulanɨsot͡ʃ
አምባ|əmɨba
አምባሲ|əmɨbasi
አምባሳደ|əmɨbasadə
አምባሳደሩ|əmɨbasadəru
አምባሳደር|əmɨbasadər
አምባሳደሮቹ|əmɨbasadərot͡ʃu
አምባሳደሮች|əmɨbasadərot͡ʃ
አምባገነናዊ|əmɨbaɡənənawi
አምባገነን|əmɨbaɡənən
አምባገነኖች|əmɨbaɡənənot͡ʃ
አምባጓሮ|əmɨbaɡʷaro
አምቦ|əmɨbo
አምነስቲ|əmɨnəsɨti
አምነው|əmɨnəw
አምናለሁ|əmɨnaləhu
አምናው|əmɨnaw
አምኖ|əmɨno
አምካ|əmɨka
አምደኞ|əmɨdəɲo
አምድ|əmɨd
አምዶች|əmɨdot͡ʃ
አምጡ|əmɨtʼu
አምጥተ|əmɨtʼɨtə
አምፕተን|əmɨpɨtən
አሞሩሶ|əmoruso
አሞራ|əmora
አሞሮሶ|əmoroso
አሞካቼ|əmokat͡ʃe
አሟል|əmʷal
አሟሟ|əmʷamʷa
አረ|ərə
አረመኔ|ərəməne
አረማመድ|ərəmaməd
አረም|ərəm
አረቄ|ərəkʼe
አረቢያ|ərəbija
አረባዊ|ərəbawi
አረብ|ərəb
አረቦች|ərəbot͡ʃ
አረንጓዴ|ərənɨɡʷade
አረደ|ərədə
አረገዝኩ|ərəɡəzɨku
አረጋ|ərəɡa
አረጋሽ|ərəɡaʃ
አረጋውያን|ərəɡawɨjan
አረጋግጠው|ərəɡaɡɨtʼəw
አረፈ|ərəfə
አረፉ|ərəfu
አረፍተ|ərəfɨtə
አሩሲ|ərusi
አራማ|ərama
አራማጅ|əramad͡ʒ
አራማጆች|əramad͡ʒot͡ʃ
አራተኛ|əratəɲa
አራተኛው|əratəɲaw
አራቱ|əratu
አራት|ərat
አራፕሞይ|ərapɨmoj
አሬ|əre
አር|ər
አርሚ|ərɨmi
አርማ|ərɨma
አርሰናል|ərɨsənal
አርሶ|ərɨso
አርቆ|ərɨkʼo
አርበኛ|ərɨbəɲa
አርበኞች|ərɨbəɲot͡ʃ
አርቢ|ərɨbi
አርቢትሩ|ərɨbitɨru
አርቢትር|ərɨbitɨr
አርቢትሮቻችን|ərɨbitɨrot͡ʃat͡ʃɨn
አርቢትሮች|ərɨbitɨrot͡ʃ
አርባ|ərɨba
አርቤ|ərɨbe
አርብ|ərɨb
አርቲስቱ|ərɨtisɨtu
አርቲስት|ərɨtisɨt
አርቲስቶች|ərɨtisɨtot͡ʃ
አርት|ərɨt
አርአያ|ərɨəja
አርክ|ərɨk
አርጀንቲና|ərɨd͡ʒənɨtina
አርጋ|ərɨɡa
አርግ|ərɨɡ
አርጐ|ərɨɡʷe
አርፋ|ərɨfa
አርፎ|ərɨfo
አሮ|əro
አሮጊ|əroɡi
አሮጌ|əroɡe
አሮጌው|əroɡew
አሰ|əsə
አሰላ|əsəla
አሰልቺ|əsəlɨt͡ʃi
አሰልጣ|əsəlɨtʼa
አሰልጣኙ|əsəlɨtʼaɲu
አሰልጣኝ|əsəlɨtʼaɲ
አሰልጣኞቹ|əsəlɨtʼaɲot͡ʃu
አሰልጣኞቻቸው|əsəlɨtʼaɲot͡ʃat͡ʃəw
አሰልጣኞቻችን|əsəlɨtʼaɲot͡ʃat͡ʃɨn
አሰልጣኞች|əsəlɨtʼaɲot͡ʃ
አሰልጥ|əsəlɨtʼ
አሰሙ|əsəmu
አሰማ|əsəma
አሰማሪ|əsəmari
አሰማራ|əsəmara
አሰማር|əsəmar
አሰረ|əsərə
አሰሪ|əsəri
አሰራሩ|əsəraru
አሰራር|əsərar
አሰር|əsər
አሰሳ|əsəsa
አሰቃ|əsəkʼa
አሰቃቂ|əsəkʼakʼi
አሰቃይተው|əsəkʼajɨtəw
አሰባ|əsəba
አሰባሳቢ|əsəbasabi
አሰብ|əsəb
አሰናብ|əsənab
አሰኘ|əsəɲə
አሰጣጥ|əsətʼatʼ
አሱንካኦ|əsunɨkao
አሲንባ|əsinɨba
አሳ|əsa
አሳለፈ|əsaləfə
አሳልፈ|əsalɨfə
አሳልፈው|əsalɨfəw
አሳልፋ|əsalɨfa
አሳልፎ|əsalɨfo
አሳማኝ|əsamaɲ
አሳምነ|əsamɨnə
አሳሪዎቼ|əsariwot͡ʃe
አሳሰበ|əsasəbə
አሳሳቢ|əsasabi
አሳስቦ|əsasɨbo
አሳስቧ|əsasɨbʷa
አሳቅ|əsakʼ
አሳተ|əsatə
አሳታሚ|əsatami
አሳታፊ|əsatafi
አሳንሶ|əsanɨso
አሳክ|əsak
አሳው|əsaw
አሳውቃ|əsawɨkʼa
አሳዛኙ|əsazaɲu
አሳዛኝ|əsazaɲ
አሳዝኖ|əsazɨno
አሳዝኗ|əsazɨnwa
አሳይ|əsaj
አሳይተ|əsajɨtə
አሳይታ|əsajɨta
አሳይቶ|əsajɨto
አሳድ|əsad
አሳድገ|əsadɨɡə
አሳድጐ|əsadɨɡʷe
አሳፋሪ|əsafari
አስ|əs
አስሀባ|əsɨhəba
አስመል|əsɨməl
አስመልክቶ|əsɨməlɨkɨto
አስመራ|əsɨməra
አስመሮም|əsɨmərom
አስመስሎ|əsɨməsɨlo
አስመዘገበ|əsɨməzəɡəbə
አስመጣ|əsɨmətʼa
አስመጥ|əsɨmətʼ
አስመጪ|əsɨmət͡ʃʼi
አስመጪዎች|əsɨmət͡ʃʼiwot͡ʃ
አስረ|əsɨrə
አስረኛው|əsɨrəɲaw
አስረክበ|əsɨrəkɨbə
አስረው|əsɨrəw
አስረዱ|əsɨrədu
አስረዳ|əsɨrəda
አስረድ|əsɨrəd
አስረድተው|əsɨrədɨtəw
አስሩ|əsɨru
አስራ|əsɨra
አስራት|əsɨrat
አስር|əsɨr
አስሮ|əsɨro
አስቀመጡ|əsɨkʼəmətʼu
አስቀድመ|əsɨkʼədɨmə
አስቀድሞ|əsɨkʼədɨmo
አስቆርጧ|əsɨkʼorɨtʼʷa
አስቆጥሮ|əsɨkʼotʼɨro
አስቆጥቶ|əsɨkʼotʼɨto
አስበው|əsɨbəw
አስባብ|əsɨbab
አስቤ|əsɨbe
አስብ|əsɨb
አስቦ|əsɨbo
አስተ|əsɨtə
አስተላ|əsɨtəla
አስተላለፈ|əsɨtəlaləfə
አስተላላፊ|əsɨtəlalafi
አስተላልፈ|əsɨtəlalɨfə
አስተላልፋ|əsɨtəlalɨfa
አስተማማኝ|əsɨtəmamaɲ
አስተማሪ|əsɨtəmari
አስተምረ|əsɨtəmɨrə
አስተርጓሚ|əsɨtərɨɡʷami
አስተሳሰባቸው|əsɨtəsasəbat͡ʃəw
አስተሳሰብ|əsɨtəsasəb
አስተሳሰቦች|əsɨtəsasəbot͡ʃ
አስተባ|əsɨtəba
አስተባባሪ|əsɨtəbabari
አስተባብላ|əsɨtəbabɨla
አስተናጋጅ|əsɨtənaɡad͡ʒ
አስተናጋጇ|əsɨtənaɡad͡ʒʷa
አስተናግ|əsɨtənaɡ
አስተዋ|əsɨtəwa
አስተዋውቃ|əsɨtəwawɨkʼa
አስተዋይ|əsɨtəwaj
አስተዋጽ|əsɨtəwat͡sʼ
አስተዋጽኦ|əsɨtəwat͡sʼɨo
አስተው|əsɨtəw
አስተውሎት|əsɨtəwɨlot
አስተዛዛቢ|əsɨtəzazabi
አስተያየ|əsɨtəjajə
አስተያየታቸው|əsɨtəjajətat͡ʃəw
አስተያየት|əsɨtəjajət
አስተያየቶች|əsɨtəjajətot͡ʃ
አስተዳደሩ|əsɨtədadəru
አስተዳደራቸው|əsɨtədadərat͡ʃəw
አስተዳደራዊ|əsɨtədadərawi
አስተዳደር|əsɨtədadər
አስተዳደግ|əsɨtədadəɡ
አስተዳዳሪ|əsɨtədadari
አስታራቂ|əsɨtarakʼi
አስታወቅ|əsɨtawəkʼ
አስታዋ|əsɨtawa
አስታው|əsɨtaw
አስታውሰ|əsɨtawɨsə
አስታውቀ|əsɨtawɨkʼə
አስታውቃ|əsɨtawɨkʼa
አስታጥቄ|əsɨtatʼɨkʼe
አስቴር|əsɨter
አስቶን|əsɨton
አስቶንቪላ|əsɨtonɨvila
አስቸኳይ|əsɨt͡ʃəkʷaj
አስቸገረ|əsɨt͡ʃəɡərə
አስቸጋሪ|əsɨt͡ʃəɡari
አስቸግ|əsɨt͡ʃəɡ
አስቸግሮ|əsɨt͡ʃəɡɨro
አስችሎ|əsɨt͡ʃɨlo
አስነሳ|əsɨnəsa
አስነስ|əsɨnəs
አስነስተ|əsɨnəsɨtə
አስከሬ|əsɨkəre
አስከባሪ|əsɨkəbari
አስከተለ|əsɨkətələ
አስከት|əsɨkət
አስከትሎ|əsɨkətɨlo
አስከፊ|əsɨkəfi
አስኪያ|əsɨkija
አስኪያጁ|əsɨkijad͡ʒu
አስኪያጅ|əsɨkijad͡ʒ
አስኪያጆች|əsɨkijad͡ʒot͡ʃ
አስክሬኑ|əsɨkɨrenu
አስክሬን|əsɨkɨren
አስወጡ|əsɨwətʼu
አስወጥተ|əsɨwətʼɨtə
አስደም|əsɨdəm
አስደሳች|əsɨdəsat͡ʃ
አስደስቶ|əsɨdəsɨto
አስደናቂ|əsɨdənakʼi
አስደን|əsɨdən
አስደንጋጭ|əsɨdənɨɡat͡ʃʼ
አስገ|əsɨɡə
አስገራሚ|əsɨɡərami
አስገባ|əsɨɡəba
አስገብ|əsɨɡəb
አስገብተው|əsɨɡəbɨtəw
አስገብቶ|əsɨɡəbɨto
አስገንዝ|əsɨɡənɨz
አስገኘ|əsɨɡəɲə
አስገደ|əsɨɡədə
አስገደደ|əsɨɡədədə
አስገዳጅ|əsɨɡədad͡ʒ
አስገድደ|əsɨɡədɨdə
አስገድደው|əsɨɡədɨdəw
አስገድዶ|əsɨɡədɨdo
አስገድዷ|əsɨɡədɨdʷa
አስገዶም|əsɨɡədom
አስጊ|əsɨɡi
አስጐብኝ|əsɨɡʷebɨɲ
አስጠ|əsɨtʼə
አስጠነቀቀ|əsɨtʼənəkʼəkʼə
አስጠንቅ|əsɨtʼənɨkʼ
አስጸያፊ|əsɨt͡sʼəjafi
አስፈላጊ|əsɨfəlaɡi
አስፈላጊነት|əsɨfəlaɡinət
አስፈላጊው|əsɨfəlaɡiw
አስፈሪ|əsɨfəri
አስፈራራ|əsɨfərara
አስፈር|əsɨfər
አስፈጻሚ|əsɨfət͡sʼami
አስፈጻሚው|əsɨfət͡sʼamiw
አስፋ|əsɨfa
አስፋልቱ|əsɨfalɨtu
አስፋፍ|əsɨfaf
አስፓልት|əsɨpalɨt
አሶሴትድ|əsosetɨd
አሶሺ|əsoʃi
አሶሽየትድ|əsoʃɨjətɨd
አሸ|əʃə
አሸባሪ|əʃəbari
አሸባሪነት|əʃəbarinət
አሸባሪው|əʃəbariw
አሸባሪዎቹ|əʃəbariwot͡ʃu
አሸባሪዎች|əʃəbariwot͡ʃ
አሸብር|əʃəbɨr
አሸነ|əʃənə
አሸነፈ|əʃənəfə
አሸነፉ|əʃənəfu
አሸናፊ|əʃənafi
አሸናፊነት|əʃənafinət
አሸናፊዎች|əʃənafiwot͡ʃ
አሸን|əʃən
አሸንፈ|əʃənɨfə
አሸንፎ|əʃənɨfo
አሸኛኘት|əʃəɲaɲət
አሸዋ|əʃəwa
አሸጋሽ|əʃəɡaʃ
አሹ|əʃu
አሻ|əʃa
አሻራ|əʃara
አሻንጉሊ|əʃanɨɡuli
አሽሙ|əʃɨmu
አሽሙረኛ|əʃɨmurəɲa
አሽሟ|əʃɨmʷa
አሽሽ|əʃɨʃ
አሽባሪ|əʃɨbari
አሽከሮቻቸው|əʃɨkərot͡ʃat͡ʃəw
አቀ|əkʼə
አቀማመጥ|əkʼəmamətʼ
አቀረ|əkʼərə
አቀረበች|əkʼərəbət͡ʃ
አቀረቡ|əkʼərəbu
አቀርባ|əkʼərɨba
አቀበ|əkʼəbə
አቀባበሉ|əkʼəbabəlu
አቀባበል|əkʼəbabəl
አቀባዩ|əkʼəbaju
አቀባይ|əkʼəbaj
አቀባዮ|əkʼəbajo
አቀንቃኝ|əkʼənɨkʼaɲ
አቀንቃኞች|əkʼənɨkʼaɲot͡ʃ
አቀዝ|əkʼəz
አቀፉ|əkʼəfu
አቀፋዊ|əkʼəfawi
አቀፍ|əkʼəf
አቁ|əkʼu
አቁመው|əkʼuməw
አቁሙ|əkʼumu
አቁም|əkʼum
አቁሞ|əkʼumo
አቁስ|əkʼus
አቃ|əkʼa
አቃቤ|əkʼabe
አቃጠሉ|əkʼatʼəlu
አቃጥለዋ|əkʼatʼɨləwa
አቅመ|əkʼɨmə
አቅሙ|əkʼɨmu
አቅማቸው|əkʼɨmat͡ʃəw
አቅማችን|əkʼɨmat͡ʃɨn
አቅም|əkʼɨm
አቅሟ|əkʼɨmʷa
አቅራቢ|əkʼɨrabi
አቅራቢዎች|əkʼɨrabiwot͡ʃ
አቅርበ|əkʼɨrɨbə
አቅርበው|əkʼɨrɨbəw
አቅርቡ|əkʼɨrɨbu
አቅርባ|əkʼɨrɨba
አቅርቤ|əkʼɨrɨbe
አቅርቦ|əkʼɨrɨbo
አቅርቦቱ|əkʼɨrɨbotu
አቅርቦት|əkʼɨrɨbot
አቅርቧ|əkʼɨrɨbʷa
አቅቶ|əkʼɨto
አቅጣጫ|əkʼɨtʼat͡ʃʼa
አቅጣጫዎች|əkʼɨtʼat͡ʃʼawot͡ʃ
አቆመ|əkʼomə
አቆርዳት|əkʼorɨdat
አቆብቁ|əkʼobɨkʼu
አቋሙ|əkʼʷamu
አቋማቸው|əkʼʷamat͡ʃəw
አቋማችን|əkʼʷamat͡ʃɨn
አቋሜ|əkʼʷame
አቋም|əkʼʷam
አቋሞች|əkʼʷamot͡ʃ
አቋሟ|əkʼʷamʷa
አቋር|əkʼʷar
አቋርጠው|əkʼʷarɨtʼəw
አቋርጣ|əkʼʷarɨtʼa
አቋርጦ|əkʼʷarɨtʼo
አቋቁ|əkʼʷakʼu
አቋቋ|əkʼʷakʼʷa
አበላሽ|əbəlaʃ
አበል|əbəl
አበረታች|əbərətat͡ʃ
አበራ|əbəra
አበራሽ|əbəraʃ
አበር|əbər
አበርክ|əbərɨk
አበሳ|əbəsa
አበባ|əbəba
አበባው|əbəbaw
አበው|əbəw
አበዛ|əbəza
አበይት|əbəjɨt
አበጋዝ|əbəɡaz
አበጋዞች|əbəɡazot͡ʃ
አቡ|əbu
አቡነ|əbunə
አቢሲኒያ|əbisinija
አቢይ|əbij
አባ|əba
አባሉ|əbalu
አባላ|əbala
አባላቱ|əbalatu
አባላት|əbalat
አባል|əbal
አባልነታቸው|əbalɨnətat͡ʃəw
አባልነት|əbalɨnət
አባሎቹ|əbalot͡ʃu
አባሎቻቸው|əbalot͡ʃat͡ʃəw
አባሎቻችን|əbalot͡ʃat͡ʃɨn
አባሎች|əbalot͡ʃ
አባረረ|əbarərə
አባራ|əbara
አባር|əbar
አባሮ|əbaro
አባሰንጋ|əbasənɨɡa
አባባላቸው|əbabalat͡ʃəw
አባባል|əbabal
አባባሎች|əbabalot͡ʃ
አባብ|əbab
አባተ|əbatə
አባቱ|əbatu
አባታቸው|əbatat͡ʃəw
አባታችሁ|əbatat͡ʃɨhu
አባቴ|əbate
አባት|əbat
አባትህ|əbatɨh
አባቶቻችን|əbatot͡ʃat͡ʃɨn
አባቶቼ|əbatot͡ʃe
አባቶች|əbatot͡ʃ
አባቷ|əbatʷa
አባይ|əbaj
አባዱላ|əbadula
አባገሪማ|əbaɡərima
አቤቱታ|əbetuta
አቤት|əbet
አብ|əb
አብል|əbɨl
አብረ|əbɨrə
አብረን|əbɨrən
አብረው|əbɨrəw
አብራም|əbɨram
አብራሪው|əbɨrariw
አብራሪዎች|əbɨrariwot͡ʃ
አብራር|əbɨrar
አብሬ|əbɨre
አብርሀ|əbɨrɨhə
አብርሀም|əbɨrɨhəm
አብሮ|əbɨro
አብስ|əbɨs
አብቀ|əbɨkʼə
አብቅ|əbɨkʼ
አብኮ|əbɨko
አብዛኛው|əbɨzaɲaw
አብዛኛዎቹ|əbɨzaɲawot͡ʃu
አብዛኞቹ|əbɨzaɲot͡ʃu
አብዛኞቻችን|əbɨzaɲot͡ʃat͡ʃɨn
አብያተ|əbɨjatə
አብዮተኞች|əbɨjotəɲot͡ʃ
አብዮቱ|əbɨjotu
አብዮታችን|əbɨjotat͡ʃɨn
አብዮታዊ|əbɨjotawi
አብዮት|əbɨjot
አብዮቶች|əbɨjotot͡ʃ
አብደላ|əbɨdəla
አብዱ|əbɨdu
አብዱላሂ|əbɨdulahi
አብዱል|əbɨdul
አብዶ|əbɨdo
አቧራ|əbʷara
አቪየሽን|əvijəʃɨn
አቪዬሽን|əvijeʃɨn
አተረፍ|ətərəf
አተር|ətər
አተኩሮ|ətəkuro
አተካራ|ətəkara
አታ|əta
አታለው|ətaləw
አታሎ|ətalo
አታሺ|ətaʃi
አታሼ|ətaʃe
አታንቋቂ|ətanɨkʼʷakʼi
አታንኳኲ|ətanɨkʷaኲ
አታውቁም|ətawɨkʼum
አታውቅም|ətawɨkʼɨm
አቴንሱ|ətenɨsu
አት|ət
አትላንታ|ətɨlanɨta
አትሌ|ətɨle
አትሌቱ|ətɨletu
አትሌቲክ|ətɨletik
አትሌቲክሱ|ətɨletikɨsu
አትሌቲክስ|ətɨletikɨs
አትሌቲኮ|ətɨletiko
አትሌት|ətɨlet
አትሌቶቻችን|ətɨletot͡ʃat͡ʃɨn
አትሌቶች|ətɨletot͡ʃ
አትመስ|ətɨməs
አትራፊ|ətɨrafi
አትርሱ|ətɨrɨsu
አትችሉ|ətɨt͡ʃɨlu
አትኩሮት|ətɨkurot
አትክልቶች|ətɨkɨlɨtot͡ʃ
አቶ|əto
አቸው|ət͡ʃəw
አቸውም|ət͡ʃəwɨm
አቸውን|ət͡ʃəwɨn
አቻ|ət͡ʃa
አቻው|ət͡ʃaw
አችሁ|ət͡ʃɨhu
አችን|ət͡ʃɨn
አችንን|ət͡ʃɨnɨn
አነሱ|ənəsu
አነሳ|ənəsa
አነሳስቶ|ənəsasɨto
አነሳሽነት|ənəsaʃɨnət
አነስተኛ|ənəsɨtəɲa
አነባ|ənəba
አነጋገረ|ənəɡaɡərə
አነጋገር|ənəɡaɡər
አነጋጋሪ|ənəɡaɡari
አነጋግረ|ənəɡaɡɨrə
አነጋግሬ|ənəɡaɡɨre
አነጋግሯ|ənəɡaɡɨrʷa
አነጣ|ənətʼa
አናሳ|ənasa
አናብስት|ənabɨsɨt
አናቱ|ənatu
አናታቸው|ənatat͡ʃəw
አናውቅ|ənawɨkʼ
አናፍ|ənaf
አኔልካ|ənelɨka
አን|ən
አንሚ|ənɨmi
አንሳተፍም|ənɨsatəfɨm
አንስተ|ənɨsɨtə
አንስተው|ənɨsɨtəw
አንስቶ|ənɨsɨto
አንስቼ|ənɨsɨt͡ʃe
አንቀ|ənɨkʼə
አንቀሳቃሽ|ənɨkʼəsakʼaʃ
አንቀሳቅ|ənɨkʼəsakʼ
አንቀበል|ənɨkʼəbəl
አንቀጹ|ənɨkʼət͡sʼu
አንቀጽ|ənɨkʼət͡sʼ
አንበሳ|ənɨbəsa
አንበሳው|ənɨbəsaw
አንባቢ|ənɨbabi
አንባቢዎቻችሁን|ənɨbabiwot͡ʃat͡ʃɨhun
አንባቢያን|ənɨbabijan
አንባብያን|ənɨbabɨjan
አንተ|ənɨtə
አንተነህ|ənɨtənəh
አንትራክስ|ənɨtɨrakɨs
አንቶ|ənɨto
አንቶኒ|ənɨtoni
አንቶኒዮ|ənɨtonijo
አንቶኔሊ|ənɨtoneli
አንቶኖቭ|ənɨtonov
አንቺ|ənɨt͡ʃi
አንችል|ənɨt͡ʃɨl
አንኳ|ənɨkʷa
አንኳኩ|ənɨkʷaku
አንዋር|ənɨwar
አንዣ|ənɨʒa
አንዣብቦ|ənɨʒabɨbo
አንደ|ənɨdə
አንደኛ|ənɨdəɲa
አንደኛው|ənɨdəɲaw
አንደኝነት|ənɨdəɲɨnət
አንዱ|ənɨdu
አንዱን|ənɨdun
አንዲ|ənɨdi
አንዲት|ənɨdit
አንዳ|ənɨda
አንዳች|ənɨdat͡ʃ
አንዳንዱ|ənɨdanɨdu
አንዳንዴ|ənɨdanɨde
አንዳንድ|ənɨdanɨd
አንዳንዶ|ənɨdanɨdo
አንዳንዶቹ|ənɨdanɨdot͡ʃu
አንዳንዶች|ənɨdanɨdot͡ʃ
አንዴ|ənɨde
አንድ|ənɨd
አንድምታ|ənɨdɨmɨta
አንድነታችን|ənɨdɨnətat͡ʃɨn
አንድነት|ənɨdɨnət
አንዷ|ənɨdʷa
አንጀ|ənɨd͡ʒə
አንጀቱ|ənɨd͡ʒətu
አንጃ|ənɨd͡ʒa
አንጃው|ənɨd͡ʒaw
አንጃዎቹ|ənɨd͡ʒawot͡ʃu
አንጃዎች|ənɨd͡ʒawot͡ʃ
አንገራ|ənɨɡəra
አንገብጋቢ|ənɨɡəbɨɡabi
አንገታቸው|ənɨɡətat͡ʃəw
አንገት|ənɨɡət
አንገቷ|ənɨɡətʷa
አንጋ|ənɨɡa
አንጋፋ|ənɨɡafa
አንጋፋው|ənɨɡafaw
አንግ|ənɨɡ
አንግቦ|ənɨɡɨbo
አንጐላ|ənɨɡʷela
አንጸባር|ənɨt͡sʼəbar
አንጻሩ|ənɨt͡sʼaru
አንጻራዊ|ənɨt͡sʼarawi
አንጻር|ənɨt͡sʼar
አንፊልድ|ənɨfilɨd
አኗኗ|ənwanwa
አኝዋክ|əɲɨwak
አአድ|əəd
አኢሴማ|əisema
አእምሮ|əɨmɨro
አእምሮአዊ|əɨmɨroəwi
አከራ|əkəra
አከራይ|əkəraj
አከናው|əkənaw
አኩሪ|əkuri
አኩራፊ|əkurafi
አኩር|əkur
አካ|əka
አካሂ|əkahi
አካሂደ|əkahidə
አካሂደው|əkahidəw
አካሄዱ|əkahedu
አካለ|əkalə
አካላ|əkala
አካላቱ|əkalatu
አካላት|əkalat
አካላዊ|əkalawi
አካል|əkal
አካባቢ|əkababi
አካባቢው|əkababiw
አካባቢዎቹ|əkababiwot͡ʃu
አካባቢዎች|əkababiwot͡ʃ
አካባቢያቸው|əkababijat͡ʃəw
አካቶ|əkato
አካውንት|əkawɨnɨt
አካዳሚ|əkadami
አካፋ|əkafa
አካፍ|əkaf
አክ|ək
አክለው|əkɨləw
አክሊሉ|əkɨlilu
አክሎ|əkɨlo
አክራ|əkɨra
አክራሪ|əkɨrari
አክራሪዎች|əkɨrariwot͡ʃ
አክሱም|əkɨsum
አክሲዮ|əkɨsijo
አክሲዮን|əkɨsijon
አክስ|əkɨs
አክስዮ|əkɨsɨjo
አክባሪ|əkɨbari
አክብሮት|əkɨbɨrot
አኳኋን|əkʷahʷan
አኳያ|əkʷaja
አወ|əwə
አወቀ|əwəkʼə
አወቁ|əwəkʼu
አወቅ|əwəkʼ
አወዛጋቢው|əwəzaɡabiw
አወያየ|əwəjajə
አወዳ|əwəda
አወዳደቅ|əwədadəkʼ
አወጡ|əwətʼu
አወጣ|əwətʼa
አዋ|əwa
አዋህ|əwah
አዋራ|əwara
አዋሳ|əwasa
አዋሳኝ|əwasaɲ
አዋሽ|əwaʃ
አዋቂ|əwakʼi
አዋቂዎች|əwakʼiwot͡ʃ
አዋቂዮች|əwakʼijot͡ʃ
አዋቅ|əwakʼ
አዋጁ|əwad͡ʒu
አዋጅ|əwad͡ʒ
አዋጆች|əwad͡ʒot͡ʃ
አዋጥ|əwatʼ
አውልቀው|əwɨlɨkʼəw
አውራ|əwɨra
አውራጃ|əwɨrad͡ʒa
አውሬ|əwɨre
አውሮጳ|əwɨropʼa
አውሮፓ|əwɨropa
አውሮፓውያን|əwɨropawɨjan
አውሮፕላኑ|əwɨropɨlanu
አውሮፕላን|əwɨropɨlan
አውሮፕላኖቹ|əwɨropɨlanot͡ʃu
አውሮፕላኖች|əwɨropɨlanot͡ʃ
አውሮፕላኗ|əwɨropɨlanwa
አውስ|əwɨs
አውስትራሊያ|əwɨsɨtɨralija
አውቀ|əwɨkʼə
አውቀው|əwɨkʼəw
አውቃ|əwɨkʼa
አውቃለሁ|əwɨkʼaləhu
አውታሮች|əwɨtarot͡ʃ
አውቶ|əwɨto
አውቶማቲክ|əwɨtomatik
አውቶሞቢል|əwɨtomobil
አውቶሞቢሎች|əwɨtomobilot͡ʃ
አውቶቡሶች|əwɨtobusot͡ʃ
አውቶብስ|əwɨtobɨs
አውቶብሶች|əwɨtobɨsot͡ʃ
አውደ|əwɨdə
አውድማ|əwɨdɨma
አውጇል|əwɨd͡ʒʷal
አውጋዡ|əwɨɡaʒu
አውጋዧ|əwɨɡaʒʷa
አውግ|əwɨɡ
አውግዘ|əwɨɡɨzə
አውጡ|əwɨtʼu
አውጥ|əwɨtʼ
አውጥተን|əwɨtʼɨtən
አውጥተው|əwɨtʼɨtəw
አውጥቶ|əwɨtʼɨto
አውጪ|əwɨt͡ʃʼi
አውጭ|əwɨt͡ʃʼ
አዎ|əwo
አዎንታዊ|əwonɨtawi
አዘል|əzəl
አዘዋዋሪ|əzəwawari
አዘውት|əzəwɨt
አዘዘ|əzəzə
አዘገ|əzəɡə
አዘጋጀ|əzəɡad͡ʒə
አዘጋጁ|əzəɡad͡ʒu
አዘጋጅ|əzəɡad͡ʒ
አዘጋጆቹ|əzəɡad͡ʒot͡ʃu
አዘጋጆች|əzəɡad͡ʒot͡ʃ
አዙሪቱ|əzuritu
አዙሪት|əzurit
አዛ|əza
አዛውንቱ|əzawɨnɨtu
አዛውንት|əzawɨnɨt
አዛውንቶች|əzawɨnɨtot͡ʃ
አዛዡ|əzaʒu
አዛዥ|əzaʒ
አዛዦች|əzaʒot͡ʃ
አዝ|əz
አዝመራ|əzɨməra
አዝማሚያ|əzɨmamija
አዝማች|əzɨmat͡ʃ
አዝነ|əzɨnə
አዝና|əzɨna
አዝናኝ|əzɨnaɲ
አዝኜ|əzɨɲe
አዝጋሚ|əzɨɡami
አዞ|əzo
አዣንስ|əʒanɨs
አየሁ|əjəhu
አየለ|əjələ
አየር|əjər
አየርላንድ|əjərɨlanɨd
አዩ|əju
አያ|əja
አያሌ|əjale
አያሌው|əjalew
አያልነህ|əjalɨnəh
አያልፉ|əjalɨfu
አያልፍ|əjalɨf
አያርክያስን|əjarɨkɨjasɨn
አያሳ|əjasa
አያስ|əjas
አያስደን|əjasɨdən
አያሻ|əjaʃa
አያቱ|əjatu
አያውቁ|əjawɨkʼu
አያውቅም|əjawɨkʼɨm
አያያዛ|əjajaza
አያያዝ|əjajaz
አያያዧ|əjajaʒʷa
አያይዘው|əjajɨzəw
አያይዞ|əjajɨzo
አያድር|əjadɨr
አያገባ|əjaɡəba
አያገኙ|əjaɡəɲu
አያገኝ|əjaɡəɲ
አይ|əj
አይሁዶች|əjɨhudot͡ʃ
አይሆን|əjɨhon
