'ики'|'ikʰi'
тиигхлә|tʰiiɡxɮә
тиигхләнь|tʰiiɡxɮәnʲ
тиигҗ|tʰiiɡҗ
тиигәд|tʰiiɡәt
тиигәрән|tʰiiɡәrәn
тииз|tʰiit͡s
тиизәр|tʰiit͡sәr
тиим|tʰiim
тийм|tʰiːm
тиймгүй|tʰiːmɡuj
тиймдээ|tʰiːmtɛː
тиймэрхүү|tʰiːmɛrxuː
тиймээр|tʰiːmɛːr
тиймээс|tʰiːmɛːs
тийнхүү|tʰiːnxuː
тийрэн|tʰiːrɛn
тийш|tʰiːʃ
тийшээ|tʰiːʃɛː
тимея|tʰimJiJa
титм|tʰitʰm
титмтә|tʰitʰmtʰә
то|tʰɔ
тов|tʰɔw
товгор|tʰɔwɡɔr
товлож|tʰɔwɮɔt͡ʃ
товонгүй|tʰɔwɔnɡuj
товчлуур|tʰɔwt͡ʃʰɮʊːr
тог|tʰɔɡ
тоглов|tʰɔɡɮɔw
тоглогч|tʰɔɡɮɔɡt͡ʃʰ
тоглодгийн|tʰɔɡɮɔtɡiːn
тоглодог|tʰɔɡɮɔtɔɡ
тоглож|tʰɔɡɮɔt͡ʃ
тоглолт|tʰɔɡɮɔɮtʰ
тоглолтдоо|tʰɔɡɮɔɮtʰtɔː
тоглолтоос|tʰɔɡɮɔɮtʰɔːs
тоглоно|tʰɔɡɮɔnɔ
тоглоомд|tʰɔɡɮɔːmt
тоглоомыг|tʰɔɡɮɔːmiːɡ
тоглоомын|tʰɔɡɮɔːmiːn
тоглох|tʰɔɡɮɔx
тоглохыг|tʰɔɡɮɔxiːɡ
тогоо|tʰɔɡɔː
тогтав|tʰɔɡtʰaw
тогтвор|tʰɔɡtʰwɔr
тогтворжоогүй|tʰɔɡtʰwɔrt͡ʃɔːɡuj
тогтмол|tʰɔɡtʰmɔɮ
тогтна|tʰɔɡtʰna
тогтнв|tʰɔɡtʰnw
тогтнолын|tʰɔɡtʰnɔɮiːn
тогтнулв|tʰɔɡtʰnʊɮw
тогтнх|tʰɔɡtʰnx
тогтов|tʰɔɡtʰɔw
тогтож|tʰɔɡtʰɔt͡ʃ
тогтолцоо|tʰɔɡtʰɔɮt͡sʰɔː
тогтолцоог|tʰɔɡtʰɔɮt͡sʰɔːɡ
тогтолцоонд|tʰɔɡtʰɔɮt͡sʰɔːnt
тогтоогдсон|tʰɔɡtʰɔːɡtsɔn
тогтоогчид|tʰɔɡtʰɔːɡt͡ʃʰit
тогтоод|tʰɔɡtʰɔːt
тогтоолоо|tʰɔɡtʰɔːɮɔː
тогтооно|tʰɔɡtʰɔːnɔ
тогтооё|tʰɔɡtʰɔːJɔ
тогтун|tʰɔɡtʰʊn
тод|tʰɔt
тодлсн|tʰɔtɮsn
тодлхв|tʰɔtɮxw
тодлҗ|tʰɔtɮҗ
тодорлоо|tʰɔtɔrɮɔː
тодорхой|tʰɔtɔrxɔj
тодорхойгүй|tʰɔtɔrxɔjɡuj
тодорхойлдог|tʰɔtɔrxɔjɮtɔɡ
тодорхойлдоггүй|tʰɔtɔrxɔjɮtɔɡɡuj
тодорхойлж|tʰɔtɔrxɔjɮt͡ʃ
тодорхойлолт|tʰɔtɔrxɔjɮɔɮtʰ
тодорхойлон|tʰɔtɔrxɔjɮɔn
тодорхойлох|tʰɔtɔrxɔjɮɔx
тодорхойлоход|tʰɔtɔrxɔjɮɔxɔt
тодорхойлсон|tʰɔtɔrxɔjɮsɔn
тодорч|tʰɔtɔrt͡ʃʰ
тодроод|tʰɔtrɔːt
тодруулах|tʰɔtrʊːɮax
тодруулбал|tʰɔtrʊːɮpaɮ
тойрдог|tʰɔjrtɔɡ
тойрмоор|tʰɔjrmɔːr
тойрноо|tʰɔjrnɔː
тойрныг|tʰɔjrniːɡ
тойров|tʰɔjrɔw
тойрог|tʰɔjrɔɡ
тойрогт|tʰɔjrɔɡtʰ
тойрон|tʰɔjrɔn
тойронд|tʰɔjrɔnt
тойрсон|tʰɔjrsɔn
тойрч|tʰɔjrt͡ʃʰ
толгойгоор|tʰɔɮɡɔjɡɔːr
толгойд|tʰɔɮɡɔjt
толгойн|tʰɔɮɡɔjn
толгойтой|tʰɔɮɡɔjtʰɔj
толма|tʰɔɮma
тольтойгоо|tʰɔɮʲtʰɔjɡɔː
толяр|tʰɔɮJar
толһа|tʰɔɮһa
толһалх|tʰɔɮһaɮx
толһас|tʰɔɮһas
толһасиг|tʰɔɮһasiɡ
толһачнр|tʰɔɮһat͡ʃʰnr
толһачнрас|tʰɔɮһat͡ʃʰnras
толһачнриг|tʰɔɮһat͡ʃʰnriɡ
толһачнрт|tʰɔɮһat͡ʃʰnrtʰ
толһаһан|tʰɔɮһaһan
толһаһарн|tʰɔɮһaһarn
томас|tʰɔmas
томилж|tʰɔmiɮt͡ʃ
томилогдож|tʰɔmiɮɔɡtɔt͡ʃ
томилолтоор|tʰɔmiɮɔɮtʰɔːr
томилон|tʰɔmiɮɔn
томилох|tʰɔmiɮɔx
томоогүй|tʰɔmɔːɡuj
томоор|tʰɔmɔːr
томоос|tʰɔmɔːs
томоотой|tʰɔmɔːtʰɔj
томоохон|tʰɔmɔːxɔn
томрох|tʰɔmrɔx
томуу|tʰɔmʊː
томчууд|tʰɔmt͡ʃʰʊːt
томчуудаас|tʰɔmt͡ʃʰʊːtaːs
тоноглолуудыг|tʰɔnɔɡɮɔɮʊːtiːɡ
тонь|tʰɔnʲ
тоо|tʰɔː
тоогдоогүй|tʰɔːɡtɔːɡuj
тоогоо|tʰɔːɡɔː
тоогоор|tʰɔːɡɔːr
тоогүй|tʰɔːɡuj
тоолад|tʰɔːɮat
тоолл|tʰɔːɮɮ
тоолоорой|tʰɔːɮɔːrɔj
тоолхин|tʰɔːɮxin
тоолҗ|tʰɔːɮҗ
тоон|tʰɔːn
тооноор|tʰɔːnɔːr
тооны|tʰɔːniː
тоос|tʰɔːs
тооснас|tʰɔːsnas
тооснд|tʰɔːsnt
тоосон|tʰɔːsɔn
тоосонд|tʰɔːsɔnt
тоота|tʰɔːtʰa
тоотнь|tʰɔːtʰnʲ
тоотой|tʰɔːtʰɔj
тоохгүй|tʰɔːxɡuj
тоохоо|tʰɔːxɔː
тооцвол|tʰɔːt͡sʰwɔɮ
тооцдог|tʰɔːt͡sʰtɔɡ
тооцогдож|tʰɔːt͡sʰɔɡtɔt͡ʃ
тооцож|tʰɔːt͡sʰɔt͡ʃ
тооцон|tʰɔːt͡sʰɔn
тооцоогоо|tʰɔːt͡sʰɔːɡɔː
тооцоогүй|tʰɔːt͡sʰɔːɡuj
тооцооллын|tʰɔːt͡sʰɔːɮɮiːn
тооцоолол|tʰɔːt͡sʰɔːɮɔɮ
тооцоолсон|tʰɔːt͡sʰɔːɮsɔn
тоочдог|tʰɔːt͡ʃʰtɔɡ
тооҗахинь|tʰɔːҗaxinʲ
тооһарн|tʰɔːһarn
тооһарнь|tʰɔːһarnʲ
торгон|tʰɔrɡɔn
торгуулийн|tʰɔrɡʊːɮiːn
тортог|tʰɔrtʰɔɡ
тосад|tʰɔsat
тосарн|tʰɔsarn
тосгоноосоо|tʰɔsɡɔnɔːsɔː
тосиг|tʰɔsiɡ
тосож|tʰɔsɔt͡ʃ
тосон|tʰɔsɔn
тостха|tʰɔstʰxa
тосх|tʰɔsx
тосхар|tʰɔsxar
тосхв|tʰɔsxw
тосхсн|tʰɔsxsn
тосхх|tʰɔsxx
тосхҗ|tʰɔsxҗ
тосхҗана|tʰɔsxҗana
тохижилт|tʰɔxit͡ʃiɮtʰ
тохижуулжээ|tʰɔxit͡ʃʊːɮt͡ʃɛː
тохилог|tʰɔxiɮɔɡ
тохилогхон|tʰɔxiɮɔɡxɔn
тохиодог|tʰɔxiɔtɔɡ
тохиолдвол|tʰɔxiɔɮtwɔɮ
тохиолддог|tʰɔxiɔɮttɔɡ
тохиолдлоо|tʰɔxiɔɮtɮɔː
тохиолдлоос|tʰɔxiɔɮtɮɔːs
тохиолдлын|tʰɔxiɔɮtɮiːn
тохиолдож|tʰɔxiɔɮtɔt͡ʃ
тохиолдол|tʰɔxiɔɮtɔɮ
тохиолдолд|tʰɔxiɔɮtɔɮt
тохиолдоно|tʰɔxiɔɮtɔnɔ
тохиолдоод|tʰɔxiɔɮtɔːt
тохиолдсон|tʰɔxiɔɮtsɔn
тохиох|tʰɔxiɔx
тохиргоогоо|tʰɔxirɡɔːɡɔː
тохиролцож|tʰɔxirɔɮt͡sʰɔt͡ʃ
тохиролцоод|tʰɔxirɔɮt͡sʰɔːt
тохиролцоонд|tʰɔxirɔɮt͡sʰɔːnt
тохиролцсон|tʰɔxirɔɮt͡sʰsɔn
тохиромжтой|tʰɔxirɔmt͡ʃtʰɔj
тохирох|tʰɔxirɔx
тохирохыг|tʰɔxirɔxiːɡ
тохирсон|tʰɔxirsɔn
тохируулан|tʰɔxirʊːɮan
тохируулах|tʰɔxirʊːɮax
тохитой|tʰɔxitʰɔj
тохм|tʰɔxm
тохма|tʰɔxma
тохмас|tʰɔxmas
тохмиг|tʰɔxmiɡ
тохмин|tʰɔxmin
тохминь|tʰɔxminʲ
тохмичинь|tʰɔxmit͡ʃʰinʲ
тохмта|tʰɔxmtʰa
тохой|tʰɔxɔj
тохсон|tʰɔxsɔn
тохуу|tʰɔxʊː
тракторын|tʰrakʰtʰɔriːn
трансформатор|tʰransfɔrmatʰɔr
трафальгарсквер|tʰrafaɮʲɡarskʰwJir
тугаар|tʰʊɡaːr
тугал|tʰʊɡaɮ
туйлдуулж|tʰʊiɮtʊːɮt͡ʃ
туйлын|tʰʊiɮiːn
тул|tʰʊɮ
тулааны|tʰʊɮaːniː
тулалдаж|tʰʊɮaɮtat͡ʃ
тулам|tʰʊɮam
туламт|tʰʊɮamtʰ
тулан|tʰʊɮan
тулахаар|tʰʊɮaxaːr
тулахыг|tʰʊɮaxiːɡ
тулгаа|tʰʊɮɡaː
тулгаад|tʰʊɮɡaːt
тулгаж|tʰʊɮɡat͡ʃ
тулгараад|tʰʊɮɡaraːt
тулгарах|tʰʊɮɡarax
тулгарвал|tʰʊɮɡarwaɮ
тулгардаг|tʰʊɮɡartaɡ
тулгарна|tʰʊɮɡarna
тулгарсан|tʰʊɮɡarsan
тулгарсандаа|tʰʊɮɡarsantaː
тулгасаар|tʰʊɮɡasaːr
тулгуур|tʰʊɮɡʊːr
тулгуурладаг|tʰʊɮɡʊːrɮataɡ
тулгуурлан|tʰʊɮɡʊːrɮan
тулд|tʰʊɮt
тулж|tʰʊɮt͡ʃ
тулмсан|tʰʊɮmsan
тулна|tʰʊɮna
тун|tʰʊn
тунарчээ|tʰʊnart͡ʃʰɛː
тунгаан|tʰʊnɡaːn
тунгаараа|tʰʊnɡaːraː
тунгаас|tʰʊnɡaːs
тунгалгаар|tʰʊnɡaɮɡaːr
тунгалгийг|tʰʊnɡaɮɡiːɡ
тунирхав|tʰʊnirxaw
туньсан|tʰʊnʲsan
туранхай|tʰʊranxaj
тургиж|tʰʊrɡit͡ʃ
турж|tʰʊrt͡ʃ
туркестан|tʰʊrkʰJistʰan
туркийн|tʰʊrkʰiːn
турсан|tʰʊrsan
турш|tʰʊrʃ
туршдаа|tʰʊrʃtaː
туршид|tʰʊrʃit
туршиж|tʰʊrʃit͡ʃ
туршилт|tʰʊrʃiɮtʰ
туршилтанд|tʰʊrʃiɮtʰant
турших|tʰʊrʃix
туршлагатай|tʰʊrʃɮaɡatʰaj
туршлагын|tʰʊrʃɮaɡiːn
туршт|tʰʊrʃtʰ
туршулачнр|tʰʊrʃʊɮat͡ʃʰnr
туршулчнр|tʰʊrʃʊɮt͡ʃʰnr
тус|tʰʊs
тусал|tʰʊsaɮ
тусалдаг|tʰʊsaɮtaɡ
тусалж|tʰʊsaɮt͡ʃ
тусална|tʰʊsaɮna
тусалсан|tʰʊsaɮsan
тусам|tʰʊsam
тусан|tʰʊsan
тусахаар|tʰʊsaxaːr
тусв|tʰʊsw
тусгаар|tʰʊsɡaːr
тусгаарласан|tʰʊsɡaːrɮasan
тусгаж|tʰʊsɡat͡ʃ
тусгай|tʰʊsɡaj
тусгайлан|tʰʊsɡajɮan
тусгахыг|tʰʊsɡaxiːɡ
тусгүй|tʰʊsɡuj
тусдаа|tʰʊstaː
тусжээ|tʰʊst͡ʃɛː
туск|tʰʊskʰ
тускар|tʰʊskʰar
туслаач|tʰʊsɮaːt͡ʃʰ
туслагч|tʰʊsɮaɡt͡ʃʰ
туслагчийн|tʰʊsɮaɡt͡ʃʰiːn
туслалцаа|tʰʊsɮaɮt͡sʰaː
туслалцаатайгаар|tʰʊsɮaɮt͡sʰaːtʰajɡaːr
тусламжийн|tʰʊsɮamt͡ʃiːn
туслах|tʰʊsɮax
туслахаасаа|tʰʊsɮaxaːsaː
туслахтай|tʰʊsɮaxtʰaj
туслахын|tʰʊsɮaxiːn
тусна|tʰʊsna
туссан|tʰʊssan
тустаан|tʰʊstʰaːn
тустл|tʰʊstʰɮ
тусх|tʰʊsx
тусхмн|tʰʊsxmn
тусхч|tʰʊsxt͡ʃʰ
тусыг|tʰʊsiːɡ
тусынхаа|tʰʊsiːnxaː
тусҗ|tʰʊsҗ
тутам|tʰʊtʰam
тутамд|tʰʊtʰamt
тутмын|tʰʊtʰmiːn
туугаа|tʰʊːɡaː
тууз|tʰʊːt͡s
туулаад|tʰʊːɮaːt
туулга|tʰʊːɮɡa
туулж|tʰʊːɮt͡ʃ
туульст|tʰʊːɮʲstʰ
туульсын|tʰʊːɮʲsiːn
туурвихад|tʰʊːrwixat
туурмҗ|tʰʊːrmҗ
туурмҗин|tʰʊːrmҗin
туурсмн|tʰʊːrsmn
тууртха|tʰʊːrtʰxa
туурулад|tʰʊːrʊɮat
туурулнав|tʰʊːrʊɮnaw
туурулх|tʰʊːrʊɮx
туурулхв|tʰʊːrʊɮxw
тууштай|tʰʊːʃtʰaj
тууҗ|tʰʊːҗ
тууҗар|tʰʊːҗar
тухайгаа|tʰʊxajɡaː
тухайлбал|tʰʊxajɮpaɮ
тухайлсан|tʰʊxajɮsan
тухтай|tʰʊxtʰaj
тухыг|tʰʊxiːɡ
тушаав|tʰʊʃaːw
тушаавал|tʰʊʃaːwaɮ
тушаал|tʰʊʃaːɮ
тушаалаар|tʰʊʃaːɮaːr
тушаалаасаа|tʰʊʃaːɮaːsaː
тушаалд|tʰʊʃaːɮt
тушаалтан|tʰʊʃaːɮtʰan
тушаалын|tʰʊʃaːɮiːn
тушаангуй|tʰʊʃaːnɡʊi
тушаасан|tʰʊʃaːsan
туяа|tʰʊja
туяагийн|tʰʊjaɡiːn
туяаран|tʰʊjaran
туяарах|tʰʊjarax
туяатай|tʰʊjatʰaj
туһл|tʰʊһɮ
тэвдэж|tʰɛwtɛt͡ʃ
тэвнээр|tʰɛwnɛːr
тэврэлт|tʰɛwrɛɮtʰ
тэврэх|tʰɛwrɛx
тэврэхэд|tʰɛwrɛxɛt
тэврүүлснээр|tʰɛwruːɮsnɛːr
тэвчээртэй|tʰɛwt͡ʃʰɛːrtʰɛj
тэвчээрээ|tʰɛwt͡ʃʰɛːrɛː
тэвэрдэг|tʰɛwɛrtɛɡ
тэгвэл|tʰɛɡwɛɮ
тэгдэг|tʰɛɡtɛɡ
тэгж|tʰɛɡt͡ʃ
тэглээ|tʰɛɡɮɛː
тэгмэгц|tʰɛɡmɛɡt͡sʰ
тэгмээр|tʰɛɡmɛːr
тэгнэ|tʰɛɡnɛ
тэгснээ|tʰɛɡsnɛː
тэгсхийгээд|tʰɛɡsxiːɡɛːt
тэгсэн|tʰɛɡsɛn
тэгтлээ|tʰɛɡtʰɮɛː
тэгтэл|tʰɛɡtʰɛɮ
тэгчихнэ|tʰɛɡt͡ʃʰixnɛ
тэгш|tʰɛɡʃ
тэгшхэн|tʰɛɡʃxɛn
тэгье|tʰɛɡʲJi
тэгэвч|tʰɛɡɛwt͡ʃʰ
тэгэлгүй|tʰɛɡɛɮɡuj
тэгэх|tʰɛɡɛx
тэгэхдээ|tʰɛɡɛxtɛː
тэгэхлээр|tʰɛɡɛxɮɛːr
тэгэхэд|tʰɛɡɛxɛt
тэгэхээр|tʰɛɡɛxɛːr
тэгээд|tʰɛɡɛːt
тэд|tʰɛt
тэдгээрийн|tʰɛtɡɛːriːn
тэдгээрээс|tʰɛtɡɛːrɛːs
тэдний|tʰɛtniː
тэднийг|tʰɛtniːɡ
тэднийд|tʰɛtniːt
тэднийх|tʰɛtniːx
тэднээс|tʰɛtnɛːs
тэдэн|tʰɛtɛn
тэдэнд|tʰɛtɛnt
тэдэндээ|tʰɛtɛntɛː
тэдэнтэй|tʰɛtɛntʰɛj
тэжээгддэг|tʰɛt͡ʃɛːɡttɛɡ
тэжээж|tʰɛt͡ʃɛːt͡ʃ
тэлж|tʰɛɮt͡ʃ
тэлэв|tʰɛɮɛw
тэмдгэрэв|tʰɛmtɡɛrɛw
тэмдгүүдийг|tʰɛmtɡuːtiːɡ
тэмдэг|tʰɛmtɛɡ
тэмдэглэдэг|tʰɛmtɛɡɮɛtɛɡ
тэмдэглэе|tʰɛmtɛɡɮɛj
тэмдэглэж|tʰɛmtɛɡɮɛt͡ʃ
тэмдэглэлийн|tʰɛmtɛɡɮɛɮiːn
тэмдэглэлт|tʰɛmtɛɡɮɛɮtʰ
тэмдэглэлээ|tʰɛmtɛɡɮɛɮɛː
тэмдэглэмээр|tʰɛmtɛɡɮɛmɛːr
тэмдэглэн|tʰɛmtɛɡɮɛn
тэмдэглэх|tʰɛmtɛɡɮɛx
тэмдэглээд|tʰɛmtɛɡɮɛːt
тэмдэгтэй|tʰɛmtɛɡtʰɛj
тэмдэгтүүдээс|tʰɛmtɛɡtʰuːtɛːs
тэмцэл|tʰɛmt͡sʰɛɮ
тэмээгээр|tʰɛmɛːɡɛːr
тэмүжин|tʰɛmut͡ʃin
тэмүүлдэггүй|tʰɛmuːɮtɛɡɡuj
тэмүүлэх|tʰɛmuːɮɛx
тэн|tʰɛn
тэнгисийг|tʰɛnɡisiːɡ
тэнгисийн|tʰɛnɡisiːn
тэнгисээс|tʰɛnɡisɛːs
тэнгэргүй|tʰɛnɡɛrɡuj
тэнгэрийн|tʰɛnɡɛriːn
тэнгэрт|tʰɛnɡɛrtʰ
тэнгэрээс|tʰɛnɡɛrɛːs
тэнд|tʰɛnt
тэндхийн|tʰɛntxiːn
тэндээс|tʰɛntɛːs
тэндээсээ|tʰɛntɛːsɛː
тэнхим|tʰɛnxim
тэнхимтэй|tʰɛnximtʰɛj
тэнхлүүн|tʰɛnxɮuːn
тэнхээтэй|tʰɛnxɛːtʰɛj
тэнцвэр|tʰɛnt͡sʰwɛr
тэнцвэргүй|tʰɛnt͡sʰwɛrɡuj
тэнцэнэ|tʰɛnt͡sʰɛnɛ
тэнцэх|tʰɛnt͡sʰɛx
тэнцүүхэн|tʰɛnt͡sʰuːxɛn
тэнэг|tʰɛnɛɡ
тэнэмэл|tʰɛnɛmɛɮ
тэнэх|tʰɛnɛx
тэр|tʰɛr
тэрбумтан|tʰɛrpʊmtʰan
тэрбээр|tʰɛrpɛːr
тэргэн|tʰɛrɡɛn
тэргэнд|tʰɛrɡɛnt
тэргээр|tʰɛrɡɛːr
тэргүй|tʰɛrɡuj
тэргүүлэх|tʰɛrɡuːɮɛx
тэргүүн|tʰɛrɡuːn
тэргүүнд|tʰɛrɡuːnt
тэргүүнээ|tʰɛrɡuːnɛː
тэрийг|tʰɛriːɡ
тэрлэг|tʰɛrɮɛɡ
тэртэй|tʰɛrtʰɛj
тэртээ|tʰɛrtʰɛː
тэртээд|tʰɛrtʰɛːt
тэрхэн|tʰɛrxɛn
тэрхүү|tʰɛrxuː
тэрчлэн|tʰɛrt͡ʃʰɮɛn
тэрэгний|tʰɛrɛɡniː
тэрэгнээс|tʰɛrɛɡnɛːs
тэрэгнүүд|tʰɛrɛɡnuːt
тэрээр|tʰɛrɛːr
тэсвэр|tʰɛswɛr
тэсвэрлээд|tʰɛswɛrɮɛːt
тэсгэлгүй|tʰɛsɡɛɮɡuj
тэсрэх|tʰɛsrɛx
тэссэн|tʰɛssɛn
тэсэлгүй|tʰɛsɛɮɡuj
тэсэхгүй|tʰɛsɛxɡuj
тэтгэврийн|tʰɛtʰɡɛwriːn
тэтгэврээс|tʰɛtʰɡɛwrɛːs
тэтгэвэрт|tʰɛtʰɡɛwɛrtʰ
тэтгэлгээр|tʰɛtʰɡɛɮɡɛːr
тэтгэсэн|tʰɛtʰɡɛsɛn
тэтгэх|tʰɛtʰɡɛx
тээврийн|tʰɛːwriːn
тээж|tʰɛːt͡ʃ
тээш|tʰɛːʃ
түвшинтэй|tʰuwʃintʰɛj
түвшний|tʰuwʃniː
түвшнийг|tʰuwʃniːɡ
түгждэг|tʰuɡt͡ʃtɛɡ
түгжжээ|tʰuɡt͡ʃt͡ʃɛː
түгшин|tʰuɡʃin
түгшсэн|tʰuɡʃsɛn
түгшээхээ|tʰuɡʃɛːxɛː
түгшүүр|tʰuɡʃuːr
түгшүүрт|tʰuɡʃuːrtʰ
түгшүүртэй|tʰuɡʃuːrtʰɛj
түгээж|tʰuɡɛːt͡ʃ
түгээмэл|tʰuɡɛːmɛɮ
түгәҗ|tʰuɡәҗ
түймрийн|tʰujmriːn
түймэрдчихсэнгүй|tʰujmɛrtt͡ʃʰixsɛnɡuj
түлкҗ|tʰuɮkʰҗ
түлхсэн|tʰuɮxsɛn
түлхэн|tʰuɮxɛn
түлхүүрийн|tʰuɮxuːriːn
түлхүүрээс|tʰuɮxuːrɛːs
түләһән|tʰuɮәһәn
түмний|tʰumniː
түмнээ|tʰumnɛː
түмэн|tʰumɛn
түмэнд|tʰumɛnt
түмэндээ|tʰumɛntɛː
түмэнтээ|tʰumɛntʰɛː
түнжин|tʰunt͡ʃin
түншүүдийн|tʰunʃuːtiːn
түншүүдтэйгээ|tʰunʃuːttʰɛjɡɛː
түр|tʰur
түргэн|tʰurɡɛn
түргэтгэхийн|tʰurɡɛtʰɡɛxiːn
түргэхэн|tʰurɡɛxɛn
түрж|tʰurt͡ʃ
түрийвчнийх|tʰuriːwt͡ʃʰniːx
түрийдээ|tʰuriːtɛː
түркхәр|tʰurkʰxәr
түркәд|tʰurkʰәt
түрхүүлж|tʰurxuːɮt͡ʃ
түрэг|tʰurɛɡ
түрү|tʰuru
түрүләд|tʰuruɮәt
түрүн|tʰurun
түрүнк|tʰurunkʰ
түрүнклә|tʰurunkʰɮә
түрүү|tʰuruː
түрүүлж|tʰuruːɮt͡ʃ
түрүүлчих|tʰuruːɮt͡ʃʰix
түрүүлэхээс|tʰuruːɮɛxɛːs
түрүүн|tʰuruːn
түрүүнд|tʰuruːnt
түрүүчийнх|tʰuruːt͡ʃʰiːnx
түрүүчийнхээсээ|tʰuruːt͡ʃʰiːnxɛːsɛː
түрәд|tʰurәt
түшг|tʰuʃɡ
түшиг|tʰuʃiɡ
түүгээрээ|tʰuːɡɛːrɛː
түүн|tʰuːn
түүнд|tʰuːnt
түүндээ|tʰuːntɛː
түүний|tʰuːniː
түүнийг|tʰuːniːɡ
түүнийхээ|tʰuːniːxɛː
түүнрүү|tʰuːnruː
түүнтэй|tʰuːntʰɛj
түүнчлэн|tʰuːnt͡ʃʰɮɛn
түүнээс|tʰuːnɛːs
түүнээсээ|tʰuːnɛːsɛː
түүнә|tʰuːnә
түүрмд|tʰuːrmt
түүрмин|tʰuːrmin
түүсэн|tʰuːsɛn
түүхий|tʰuːxiː
түүхийг|tʰuːxiːɡ
түүхэн|tʰuːxɛn
түүхэнд|tʰuːxɛnt
түүхээ|tʰuːxɛː
түүхээр|tʰuːxɛːr
тәв|tʰәw
тәвв|tʰәww
тәвгдв|tʰәwɡtw
тәвгдх|tʰәwɡtx
тәвич|tʰәwit͡ʃʰ
тәвн|tʰәwn
тәвнә|tʰәwnә
тәвнәв|tʰәwnәw
тәвнәвидн|tʰәwnәwitn
тәвсмн|tʰәwsmn
тәвсн|tʰәwsn
тәвтн|tʰәwtʰn
тәвх|tʰәwx
тәвхлә|tʰәwxɮә
тәвхәр|tʰәwxәr
тәвцхәв|tʰәwt͡sʰxәw
тәвшгов|tʰәwʃɡɔw
тәвшгоһар|tʰәwʃɡɔһar
тәвҗ|tʰәwҗ
тәвүлит|tʰәwuɮitʰ
тәвүлтн|tʰәwuɮtʰn
тәвәд|tʰәwәt
тәк|tʰәkʰ
тәкл|tʰәkʰɮ
тәклин|tʰәkʰɮin
тәкнә|tʰәkʰnә
тәксн|tʰәkʰsn
тәкхинь|tʰәkʰxinʲ
тәкхәр|tʰәkʰxәr
тәкҗ|tʰәkʰҗ
тәрҗ|tʰәrҗ
тәрә|tʰәrә
тәрәнә|tʰәrәnә
тәәл|tʰәәɮ
тәәлвр|tʰәәɮwr
тәәлвринь|tʰәәɮwrinʲ
тәәләд|tʰәәɮәt
тәәҗ|tʰәәҗ
төв|tʰow
төвийг|tʰowiːɡ
төвийн|tʰowiːn
төвийнхөн|tʰowiːnxon
төвкнүлв|tʰowkʰnuɮw
төвкнүлх|tʰowkʰnuɮx
төвлөрдөг|tʰowɮortoɡ
төвлөрүүлснээр|tʰowɮoruːɮsnɛːr
төвлөрүүлэн|tʰowɮoruːɮɛn
төвлөрөөгүй|tʰowɮoroːɡuj
төвхнөмөгцөө|tʰowxnomoɡt͡sʰoː
төвшинд|tʰowʃint
төвүүд|tʰowuːt
төвөг|tʰowoɡ
төвөггүй|tʰowoɡɡuj
төвөгтэй|tʰowoɡtʰɛj
төвөдүүдийг|tʰowotuːtiːɡ
төвөөс|tʰowoːs
төгрөгийн|tʰoɡroɡiːn
төгрөгтэй|tʰoɡroɡtʰɛj
төгрөгөөр|tʰoɡroɡoːr
төгс|tʰoɡs
төгсгөл|tʰoɡsɡoɮ
төгслөө|tʰoɡsɮoː
төгссөн|tʰoɡsson
төгсәһәд|tʰoɡsәһәt
төгсөх|tʰoɡsox
төгсөөд|tʰoɡsoːt
төгәлв|tʰoɡәɮw
төгәләд|tʰoɡәɮәt
төгәс|tʰoɡәs
төд|tʰot
төдий|tʰotiː
төдийгүй|tʰotiːɡuj
төдхөн|tʰotxon
төлбөр|tʰoɮpor
төлбөрийг|tʰoɮporiːɡ
төлбөрийн|tʰoɮporiːn
төлбөрөөр|tʰoɮporoːr
төлгөч|tʰoɮɡot͡ʃʰ
төлгөчөөр|tʰoɮɡot͡ʃʰoːr
төлд|tʰoɮt
төлж|tʰoɮt͡ʃ
төллөж|tʰoɮɮot͡ʃ
төлнө|tʰoɮno
төлсөн|tʰoɮson
төлсөөр|tʰoɮsoːr
төлә|tʰoɮә
төләд|tʰoɮәt
төләдән|tʰoɮәtәn
төлөв|tʰoɮow
төлөвлөгөө|tʰoɮowɮoɡoː
төлөвлөгөөгөө|tʰoɮowɮoɡoːɡoː
төлөвлөж|tʰoɮowɮot͡ʃ
төлөвлөлт|tʰoɮowɮoɮtʰ
төлөвлөснийхөө|tʰoɮowɮosniːxoː
төлөвлөсөн|tʰoɮowɮoson
төлөвтэй|tʰoɮowtʰɛj
төлөвшдөг|tʰoɮowʃtoɡ
төлөвшсөн|tʰoɮowʃson
төлөлцлөө|tʰoɮoɮt͡sʰɮoː
төлөх|tʰoɮox
төлөхөөс|tʰoɮoxoːs
төлөө|tʰoɮoː
төлөөлж|tʰoɮoːɮt͡ʃ
төлөөлөгч|tʰoɮoːɮoɡt͡ʃʰ
төлөөлөгчдийн|tʰoɮoːɮoɡt͡ʃʰtiːn
төлөөлөгчид|tʰoɮoːɮoɡt͡ʃʰit
төлөөлөгчөөр|tʰoɮoːɮoɡt͡ʃʰoːr
төлөөлөгчөөс|tʰoɮoːɮoɡt͡ʃʰoːs
төлөөлөн|tʰoɮoːɮon
төлөөнөө|tʰoɮoːnoː
